,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
32497,rewards,reward,NOUN,,Plur,,,,,1,['rewards'],[19054],14,14,Plural Noun,"( there initially was an outstanding $ 2 million reward - - under the rewards for justice program , the reward now is up to $ 5 million . ) .","( There initially was an outstanding $ 2 million reward -- under the rewards for justice program , the reward now is up to $ 5 million . ) ."
32557,for,for,ADP,,,,,,,0,['for'],[2005],30,30,Causal-Final Case,"according to the controversial "" fei ##th memo , "" which summarized purported intelligence showing an iraqi / al qaeda connection , os ##ama bin laden had asked iraqi intelligence for technical assistance in sending letter bombs a half year before the al hay ##at letters were sent .","According to the controversial "" Feith memo , "" which summarized purported intelligence showing an Iraqi / Al Qaeda connection , Osama Bin Laden had asked Iraqi intelligence for technical assistance in sending letter bombs a half year before the Al Hayat letters were sent ."
33017,codes,code,NOUN,,Plur,,,,,1,['codes'],[9537],15,15,Plural Noun,"in the very interview in which they admitted 9 / 11 , and described the codes used for the four targets for the planes , the master ##mind ##s admitted to the jenny code , the code for representing the date 9 / 11 , and used the symbolism of the "" green birds . ""","In the very interview in which they admitted 9/11 , and described the codes used for the four targets for the planes , the masterminds admitted to the Jenny code , the code for representing the date 9/11 , and used the symbolism of the "" Green Birds . """
33367,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,"the mail ##er ' s use of "" green ##dale school "" as the return address for the letters to the senators is also revealing .","The mailer 's use of "" Greendale School "" as the return address for the letters to the Senators is also revealing ."
33413,members,member,NOUN,,Plur,,,,,1,['members'],[2372],14,14,Plural Noun,"a may 2001 letter that za ##wa ##hir ##i sent to egyptian islamic jihad members abroad establish that za ##wa ##hir ##i used "" school "" as a code word for the egyptian militant islamist ##s in his correspondence .","A May 2001 letter that Zawahiri sent to Egyptian Islamic Jihad members abroad establish that Zawahiri used "" school "" as a code word for the Egyptian militant islamists in his correspondence ."
33545,recruits,recruit,NOUN,,Plur,,,,,1,['recruits'],[15024],11,11,Plural Noun,"at the dar ##unt ##a complex where jihad ##is trained , recruits would wear green uniforms , except for friday when they were washed .","At the Darunta complex where jihadis trained , recruits would wear green uniforms , except for Friday when they were washed ."
33633,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,"za ##wa ##hir ##i ' s mission in the united states in 1995 was to do spade ##work for terrorism , not fundraising for charitable causes .","Zawahiri 's mission in the United States in 1995 was to do spadework for terrorism , not fundraising for charitable causes ."
33721,officials,official,NOUN,,Plur,,,,,1,['officials'],[4584],1,1,Plural Noun,senior officials have been quoted in the press as saying that the searches were for the purpose of excluding him as much as including him .,Senior officials have been quoted in the press as saying that the searches were for the purpose of excluding him as much as including him .
33903,curves,curve,NOUN,,Plur,,,,,1,['curves'],[10543],9,9,Plural Noun,andre is going to look over the list of curves needed for the global assets ( august board meeting ) one more time before i forward it to you .,Andre is going to look over the list of curves needed for the global assets ( August Board meeting ) one more time before I forward it to you .
34083,countries,country,NOUN,,Plur,,,,,2,['countries'],[3032],8,8,Plural Noun,"for now , this is the list of countries for which we will probably need the fx and / or inflation curves .","For now , this is the list of countries for which we will probably need the FX and / or inflation curves ."
34152,needs,need,NOUN,,Plur,,,,,1,['needs'],[3791],6,6,Plural Noun,i am not certain about the needs for the london under ##writing / iv group but will request the information from them if you have not done so already .,I am not certain about the needs for the London Underwriting / IV group but will request the information from them if you have not done so already .
34355,curves,curve,NOUN,,Plur,,,,,1,['curves'],[10543],7,7,Plural Noun,please send us the list of the curves that you will need to rev ##al ##ue our international assets for the august board meeting .,Please send us the list of the curves that you will need to revalue our international assets for the August Board meeting .
34447,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,"i am working from our hong kong office for this week only ( tel : + 85 ##2 254 ##5 271 ##0 ) , and i can be contacted by phone there or by email .","I am working from our Hong Kong office for this week only ( Tel : +852 2545 2710 ) , and I can be contacted by phone there or by email ."
34607,reservations,reservation,NOUN,,Plur,,,,,1,['reservations'],[17829],4,4,Plural Noun,beth has made our reservations for the round table friday night ( 5 / 18 ) at sullivan ' s steak house for 6 : 30 .,Beth has made our reservations for the Round Table Friday night ( 5/18 ) at Sullivan 's Steak House for 6:30 .
34739,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,this was ( another ) nice deal for en ##ron .,This was ( another ) nice deal for Enron .
34759,for,for,ADP,,,,,,,0,['for'],[2005],21,21,Causal-Final Case,"we save $ 21 , 000 in real money this way , the cash ref ##und sun is giving en ##ron for our other server , using a box that was n ' t being used by anyone .","We save $ 21,000 in real money this way , the cash refund Sun is giving Enron for our other server , using a box that was n't being used by anyone ."
35056,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for putting the paperwork together .,Thanks for putting the paperwork together .
35063,for,for,ADP,,,,,,,0,['for'],[2005],11,11,Causal-Final Case,we ' ll get the paperwork together and sent to you for naked options .,We 'll get the paperwork together and sent to you for naked options .
35091,into,into,ADP,,,,,,,0,['into'],[2046],2,2,Translative Case,please look into that for me .,Please look into that for me .
35098,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,wednesday does n ' t work for me .,Wednesday does n't work for me .
35105,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,i would like to have a meeting once a week for 1 - 2 hours with all 6 of us just to make sure we are moving forward and to get an update and anything and everything .,I would like to have a meeting once a week for 1 - 2 hours with all 6 of us just to make sure we are moving forward and to get an update and anything and everything .
35796,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,this is pretty easy math for me .,This is pretty easy math for me .
35804,seems,seem,VERB,,Sing,3,Pres,,,1,['seems'],[3849],3,3,Third-Person Present Tense Verb,"i know it seems like a stretch , but the market for hourly traders is very strong right now .","I know it seems like a stretch , but the market for hourly traders is very strong right now ."
35884,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,i am reviewing the request for an employment agreement renewal on mark dean laurent .,I am reviewing the request for an employment agreement renewal on Mark Dean Laurent .
35959,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,"also , the top of the salary range for a specialist is 66 k .","Also , the top of the salary range for a specialist is 66 k ."
35974,options,option,NOUN,,Plur,,,,,1,['options'],[7047],4,4,Plural Noun,it will examine technology options and new business models for transmission expansion .,It will examine technology options and new business models for transmission expansion .
36013,proposals,proposal,NOUN,,Plur,,,,,1,['proposals'],[10340],4,4,Plural Noun,"it will analyze emerging proposals for effective transmission planning and pricing , including market - based pricing alternatives to fe ##rc ' s traditional pricing methods .","It will analyze emerging proposals for effective transmission planning and pricing , including market - based pricing alternatives to FERC 's traditional pricing methods ."
36163,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,the conference will also discuss what it will take in legislative action and regulatory initiative to achieve an efficient regime for ensuring that the nation has a reliable grid and regional trading system .,The conference will also discuss what it will take in legislative action and regulatory initiative to achieve an efficient regime for ensuring that the nation has a reliable grid and regional trading system .
36401,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],1,1,Third-Person Present Tense Verb,who has the 2000 tax return file for 96 ##9 ?,Who has the 2000 tax return file for 969 ?
36421,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,i think that this is for you since i do n ' t know any of these people .,I think that this is for you since I do n't know any of these people .
36472,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,"there is a corporate data sheet for this company , but this entity seems to have been inactive since it ' s creation .","There is a corporate data sheet for this company , but this entity seems to have been inactive since it 's creation ."
36610,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,"this entity was created in 2000 for the ac ##quist ##ion of warp ##sp ##eed communications ( now en ##ron warp ##sp ##eed services , inc . 83 ##n ) , and then dissolved upon completion of merger .","This entity was created in 2000 for the acquistion of WarpSpeed Communications ( now Enron WarpSpeed Services , Inc. 83N ) , and then dissolved upon completion of merger ."
36760,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,i will be looking for one or more of the following .,I will be looking for one or more of the following .
36784,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,"it was for sale in a couple of galleries in sf and was about $ 20 , 000 .","It was for sale in a couple of galleries in SF and was about $ 20,000 ."
36818,restaurants,restaurant,NOUN,,Plur,,,,,1,['restaurants'],[7884],5,5,Plural Noun,i can recommend some good restaurants since i took ric there last year for his birthday .,I can recommend some good restaurants since I took Ric there last year for his birthday .
36852,goes,go,VERB,,Sing,3,Pres,,,2,['goes'],[3632],4,4,Third-Person Present Tense Verb,"this friday - michael goes for a visit at st . francis , which may be his new school ( so far , so good ) .","This Friday - Michael goes for a visit at St. Francis , which may be his new school ( so far , so good ) ."
36930,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,"it is the officer ' s meeting for enterprise , and spouse ##s are invited .","It is the officer 's meeting for Enterprise , and spouses are invited ."
36986,means,mean,VERB,,Sing,3,Pres,,,1,['means'],[2965],1,1,Third-Person Present Tense Verb,this means we wo n ' t be in town for the com ##pa ##q thing .,This means we wo n't be in town for the Compaq thing .
37012,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for asking .,Thanks for asking .
37016,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],2,2,Third-Person Present Tense Verb,"if anyone has it handy , it could speed things up for me .","If anyone has it handy , it could speed things up for me ."
37058,contracts,contract,NOUN,,Plur,,,,,1,['contracts'],[8311],7,7,Plural Noun,i see we expect to have separate contracts for each project .,I see we expect to have separate contracts for each project .
37136,tests,test,NOUN,,Plur,,,,,1,['tests'],[5852],24,24,Plural Noun,i told paul that you called him yesterday so abruptly because you did n ' t want to waste his time while you got tests done for arthritis .,I told Paul that you called him yesterday so abruptly because you did n't want to waste his time while you got tests done for arthritis .
37352,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,he said they are looking for people and based on what i told him an interview was a formal ##ity .,He said they are looking for people and based on what I told him an interview was a formality .
37472,for,for,ADP,,,,,,,0,['for'],[2005],13,13,Causal-Final Case,will you please run a june n ##x ##3 / n ##x ##1 for our book .,Will you please run a June NX3 / NX1 for our book .
37485,for,for,ADP,,,,,,,0,['for'],[2005],16,16,Causal-Final Case,give me a call tuesday afternoon to discuss ( gone to ke ##low ##na golf ##ing for the weekend ) .,Give me a call Tuesday afternoon to discuss ( gone to Kelowna golfing for the weekend ) .
37575,guys,guy,NOUN,,Plur,,,,,1,['guys'],[4364],2,2,Plural Noun,are you guys still looking for an analyst ?,Are you guys still looking for an analyst ?
37593,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,attached is a forecast for the rest of the summer for the x ( nw ##p and pg ##t ) .,Attached is a forecast for the rest of the summer for the X ( NWP and PGT ) .
37650,stages,stage,NOUN,,Plur,,,,,1,['stages'],[5711],5,5,Plural Noun,we are in the final stages of this process - where we draft a cover letter for john which will introduce this for inclusion within global ##fl ##ash ( the en ##ron europe newsletter ),We are in the final stages of this process - where we draft a cover letter for John which will introduce this for inclusion within Globalflash ( the Enron Europe newsletter )
37810,things,thing,NOUN,,Plur,,,,,1,['things'],[2477],9,9,Plural Noun,"me ##aga ##n does have a couple of big things on the weekend in january - - national charity league senior presentation ( big dance that she and i are committed to help with ) , the bear ##ka ##de ##tte ball and a winter party for cot ##ill ##ion .","Meagan does have a couple of big things on the weekend in January -- National Charity League Senior Presentation ( big dance that she and I are committed to help with ) , the Bearkadette Ball and a winter party for Cotillion ."
38111,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,does that work for you ?,Does that work for you ?
38117,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,the last i knew after you and brent drafted this starting point for fundamental operating standards was that this was being circulated ( sho ##na took this to do after brent ' s return to houston ) for comments to all business controllers .,The last I knew after you and Brent drafted this starting point for fundamental operating standards was that this was being circulated ( Shona took this to do after Brent 's return to Houston ) for comments to all business controllers .
38537,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,there is much work to do in defining the content and regular ##ity of the report and even more work to do to identify reliable sources of data for compiling the report .,There is much work to do in defining the content and regularity of the report and even more work to do to identify reliable sources of data for compiling the report .
38857,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for sharing this with me .,Thanks for sharing this with me .
38864,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,"since you asked for input , i hope that you do n ' t mind that i gave you some .","Since you asked for input , I hope that you do n't mind that I gave you some ."
38978,for,for,ADP,,,,,,,0,['for'],[2005],11,11,Causal-Final Case,do n ' t worry about it . . . sorry for putting you back on speaker .,Do n't worry about it ... sorry for putting you back on speaker .
39020,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for the comment on the hearing .,Thanks for the comment on the hearing .
39036,respects,respect,NOUN,,Plur,,,,,1,['respects'],[17475],2,2,Plural Noun,in some respects i do n ' t think the first panel could have gone much better ; everyone thanked fe ##rc for intervening ( though for different reasons ) .,In some respects I do n't think the first panel could have gone much better ; everyone thanked FERC for intervening ( though for different reasons ) .
39232,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for at ##tri ##bu ##ting the quote to me .,Thanks for attributing the quote to me .
39248,for,for,ADP,,,,,,,0,['for'],[2005],17,17,Causal-Final Case,does she have any interest in meeting one - on - one or is she just looking for a public hanging ?,Does she have any interest in meeting one - on - one or is she just looking for a public hanging ?
39402,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],46,46,Third-Person Present Tense Verb,"given the short notice , we will politely decline to participate at the hearing on monday , but will let the good senator know that , in general , we intend to engage actively in the process and plan to help california find a solution that works for everybody .","Given the short notice , we will politely decline to participate at the hearing on Monday , but will let the good Senator know that , in general , we intend to engage actively in the process and plan to help California find a solution that works for everybody ."
40052,means,mean,VERB,,Sing,3,Pres,,,1,['means'],[2965],1,1,Third-Person Present Tense Verb,this means that messages initiated at corp and intended for the entire en ##ron organization will not reach any business units outside the corp domain .,This means that messages initiated at Corp and intended for the entire Enron organization will not reach any business units outside the Corp domain .
40152,Messages,message,NOUN,,Plur,,,,,1,['messages'],[7696],0,0,Plural Noun,"messages will not be delivered simultaneously to all users in the same domain , nor will they be delivered for two to five hours after they are sent by the message administrator .","Messages will not be delivered simultaneously to all users in the same domain , nor will they be delivered for two to five hours after they are sent by the message administrator ."
40350,means,mean,VERB,,Sing,3,Pres,,,1,['means'],[2965],1,1,Third-Person Present Tense Verb,"this means that i could be away from the office for several days and miss a message entirely , because it would have expired and disappeared by the time i returned .","This means that I could be away from the office for several days and miss a message entirely , because it would have expired and disappeared by the time I returned ."
40574,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,they are hoping corp will foot the bill for a pilot which will allow them to fully test this tool before implementing it company - wide .,They are hoping Corp will foot the bill for a pilot which will allow them to fully test this tool before implementing it company - wide .
40736,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"do we have a sense for how many we can reach , how many we ca n ' t and where they are ?","Do we have a sense for how many we can reach , how many we ca n't and where they are ?"
40846,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,they are in ##vo ##icing for this and i do n ' t have an in ##vo ##ice for it .,They are invoicing for this and I do n't have an invoice for it .
40966,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,"jane , on deal 76 ##37 ##36 for may 01 sales to southwest gas , we have a pricing disc ##re ##pan ##cy .","Jane , on deal 763736 for May 01 sales to Southwest Gas , we have a pricing discrepancy ."
41004,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,attached are the gas settlement and support for may .,Attached are the gas settlement and support for May .
41044,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,the only difference we had was for package v ##0 ##2 .,The only difference we had was for package V02 .
41064,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,actually - for volumes flowing out of bond ##ad - which is deal number 76 ##37 ##36 price is bond ##ad g ##da ; for blanco - deal number 75 ##9 ##9 ##33 - price is non ##bon ##dad g ##da,actually - for volumes flowing out of bondad - which is deal number 763736 price is bondad gda ; for blanco - deal number 759933 - price is nonbondad gda
41342,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"nancy , can you please rec ##on ##firm with mark the price for the gas at bond ##ad ?","Nancy , can you please reconfirm with Mark the price for the gas at Bondad ?"
41652,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,please find enclosed ee ##s ' s request for volumes for pg ##e city ##gate del ##very effective 11 / 1 / 01 :,Please find enclosed EES 's request for Volumes for PGE CityGate delvery effective 11/1/01 :
41712,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,i have n ' t seen her for a couple of weeks and have only talked to her .,I have n't seen her for a couple of weeks and have only talked to her .
41780,files,file,NOUN,,Plur,,,,,1,['files'],[6764],4,4,Plural Noun,this email and any files transmitted with it from the el ##pas ##o corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed .,This email and any files transmitted with it from the ElPaso Corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed .
41997,for,for,SCONJ,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,"also , it will be much easier for you guys to monitor because most of the deals will be monthly .","Also , it will be much easier for you guys to monitor because most of the deals will be monthly ."
42102,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,then i ' ll take it to ed for his approval .,Then I 'll take it to Ed for his approval .
42124,for,for,ADP,,,,,,,0,['for'],[2005],17,17,Causal-Final Case,"i also deleted "" subject to recall "" based on our discussion , assuming you get approval for that revision .","I also deleted "" subject to recall "" based on our discussion , assuming you get approval for that revision ."
42271,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for all your help on this .,Thanks for all your help on this .
42279,for,for,ADP,,,,,,,0,['for'],[2005],16,16,Causal-Final Case,"this email may contain material that is confidential , privileged and / or attorney work product for the sole use of the intended recipient ( s ) .","This email may contain material that is confidential , privileged and / or attorney work product for the sole use of the intended recipient ( s ) ."
42391,attorneys,attorney,NOUN,,Plur,,,,,1,['attorneys'],[16214],6,6,Plural Noun,cullen and d ##yk ##man ( attorneys for boston gas company ) approved all of our changes on the agreement to release the ten ##n and ir ##o ##q space back to boston gas .,Cullen and Dykman ( attorneys for Boston Gas Company ) approved all of our changes on the agreement to release the Tenn and Iroq space back to Boston Gas .
42511,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,i will deliver it to you for your approval .,I will deliver it to you for your approval .
42531,for,for,ADP,,,,,,,0,['for'],[2005],14,14,Causal-Final Case,"we recently asked you to create an es ##pe ##ak "" wish list "" for us .","We recently asked you to create an eSpeak "" wish list "" for us ."
42561,employees,employee,NOUN,,Plur,,,,,1,['employees'],[5126],2,2,Plural Noun,your fellow employees asked for everyone from britney spears to george bush .,Your fellow employees asked for everyone from Britney Spears to George Bush .
42574,requests,request,NOUN,,Plur,,,,,1,['requests'],[11186],5,5,Plural Noun,"in all , we received requests for 61 persons outside of en ##ron to host an es ##pe ##ak event .","In all , we received requests for 61 persons outside of Enron to host an eSpeak event ."
42628,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,thank you all for your participation .,Thank you all for your participation .
42635,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,that would be particularly convenient for me .,That would be particularly convenient for me .
42651,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,"thanks for your efforts here , and thanks for being patient with me .","Thanks for your efforts here , and thanks for being patient with me ."
42721,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,we ' re all set for 2 : 30 on july 12 .,We 're all set for 2:30 on July 12 .
42731,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,"i am intrigued by the competition for trading platforms and was astonished to hear that goldman , morgan , bp and shell were going to launch a site to compete with yours .","I am intrigued by the competition for trading platforms and was astonished to hear that Goldman , Morgan , BP and Shell were going to launch a site to compete with yours ."
43061,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"it ' s a very ambitious site - - with state - of - the - art w ##si weather ( seasonal , 6 - 10 , and day to day ) driving a good load model for p ##jm and ne ##pool .","It 's a very ambitious site -- with state - of - the - art WSI weather ( seasonal , 6 - 10 , and day to day ) driving a good load model for PJM and NEPOOL ."
43178,contributes,contribute,VERB,,Sing,3,Pres,,,1,['contributes'],[16605],2,2,Third-Person Present Tense Verb,"esa ##i contributes oil and gas input price forecast ##s , capacity judgments , and "" herd ##ing "" ideas to develop power price forecast ##s for same time periods .","ESAI contributes oil and gas input price forecasts , capacity judgments , and "" herding "" ideas to develop power price forecasts for same time periods ."
43394,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,"please , let me know what time would work for you .","Please , let me know what time would work for you ."
43418,isda,isda,NOUN,,Plur,,,,,0,"['is', '##da']","[2003, 2850]",7,8,Plural Noun,we would still operate under the master is ##da but could set up a mutually agree ##able credit support annex for this bi ##z .,We would still operate under the master isda but could set up a mutually agreeable credit support annex for this biz .
43484,for,for,ADP,,,,,,,0,['for'],[2005],1,1,Causal-Final Case,attached for your review is a black ##lined version of the : ( a ) schedule and ( b ) paragraph 13 to the is ##da master agreement .,Attached for your review is a blacklined version of the : ( a ) Schedule and ( b ) Paragraph 13 to the ISDA Master Agreement .
43592,for,for,ADP,,,,,,,0,['for'],[2005],17,17,Causal-Final Case,i wanted to follow up with you regarding the creation and approval of is ##da confirmation ##s for the following equity trades that i understand laurel had discussed with you previously .,I wanted to follow up with you regarding the creation and approval of ISDA Confirmations for the following equity trades that I understand Laurel had discussed with you previously .
43862,for,for,ADP,,,,,,,0,['for'],[2005],23,23,Causal-Final Case,""" calculation of floating amount : the floating amount pay ##able by [ en ##a ] on a payment date will be calculated for that payment date as follows :",""" Calculation of Floating Amount : The Floating Amount payable by [ ENA ] on a Payment Date will be calculated for that Payment Date as follows :"
44086,prepares,prepare,VERB,,Sing,3,Pres,,,1,['prepares'],[20776],7,7,Third-Person Present Tense Verb,what person ( s ) in london prepares credit for the english and singapore financial transactions ?,What person ( s ) in London prepares credit for the English and Singapore financial transactions ?
44120,departments,department,NOUN,,Plur,,,,,1,['departments'],[7640],17,17,Plural Noun,"at some point in the not so distant future , the ho ##uso ##n and london credit departments need to speak in order that each understands the "" philosophy "" behind credit analysis for the omnibus and master transactions .","At some point in the not so distant future , the Houson and London credit departments need to speak in order that each understands the "" philosophy "" behind credit analysis for the omnibus and master transactions ."
44310,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,"a currency transaction with en ##ron europe finance & trading limited ( "" ee ##ft ##l "" ) as agent for risk management & trading corp . under which either ( a ) for the case in which counterpart ##y submit ##s an offer to buy from ee ##ft ##l , counterpart ##y shall receive the base currency amount and shall pay the foreign currency amount , or ( b ) for the case in which counterpart ##y submit ##s an offer to sell to ee ##ft ##l , counterpart ##y shall pay the base currency amount and shall receive the foreign currency amount .","A currency Transaction with Enron Europe Finance & Trading Limited ( "" EEFTL "" ) as agent for Risk Management & Trading Corp. under which either ( A ) for the case in which Counterparty submits an offer to buy from EEFTL , Counterparty shall receive the Base Currency Amount and shall pay the Foreign Currency Amount , or ( B ) for the case in which Counterparty submits an offer to sell to EEFTL , Counterparty shall pay the Base Currency Amount and shall receive the Foreign Currency Amount ."
45493,hours,hour,NOUN,,Plur,,,,,1,['hours'],[2847],18,18,Plural Noun,"they will be there by noon on the 20th , and the surgery will last 1 . 5 hours and then they ' ll watch him for 2 more hours before they put him into ic ##u .","They will be there by noon on the 20th , and the surgery will last 1.5 hours and then they 'll watch him for 2 more hours before they put him into ICU ."
45629,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,"term sheet for draft contract , as requested .","Term sheet for draft contract , as requested ."
45638,rows,row,VERB,,Sing,3,Pres,,,1,['rows'],[10281],4,4,Third-Person Present Tense Verb,f ##yi - see rows 49 - 53 ; columns e - j for our group .,FYI - See rows 49 - 53 ; columns E - J for our group .
45654,appears,appear,VERB,,Sing,3,Pres,,,1,['appears'],[3544],8,8,Third-Person Present Tense Verb,i received a report from hr and it appears there is conflicting information regarding some of the titles for various employees .,I received a report from HR and it appears there is conflicting information regarding some of the titles for various employees .
45742,titles,title,NOUN,,Plur,,,,,1,['titles'],[4486],4,4,Plural Noun,please verify that the titles are correct for everyone in your group .,Please verify that the titles are correct for everyone in your group .
45781,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,please review the attached org chart for march and submit any changes by noon tomorrow .,Please review the attached org chart for March and submit any changes by noon tomorrow .
45829,for,for,ADP,,,,,,,0,['for'],[2005],25,25,Causal-Final Case,i now understand that someone at en ##a / en ##ron mexico / en ##ron wholesale has signed an ep ##c contract with ab ##b for this project .,I now understand that someone at ENA / Enron Mexico / Enron Wholesale has signed an EPC contract with ABB for this project .
45901,for,for,SCONJ,,,,,,,0,['for'],[2005],17,17,Causal-Final Case,"as we are living in an age where intellectual capital is so valuable , it is important for every young person to obtain the very best possible education they can .","As we are living in an age where intellectual capital is so valuable , it is important for every young person to obtain the very best possible education they can ."
46118,tickets,ticket,NOUN,,Plur,,,,,1,['tickets'],[9735],6,6,Plural Noun,i would be delighted to arrange tickets for you and your family should you ever have occasion to visit houston .,I would be delighted to arrange tickets for you and your family should you ever have occasion to visit Houston .
46223,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,thank you for your recent request for mr . lay to speak at your conference .,Thank you for your recent request for Mr. Lay to speak at your conference .
46283,dates,date,NOUN,,Plur,,,,,1,['dates'],[5246],4,4,Plural Noun,"there are three possible dates for the meeting , which i suggest be in two parts - - first , a meeting among the panel only from 5 : 00 - 6 : 30 p . m . , and then a dinner with chairman levi ##tt from 6 : 30 - 8 : 30 p . m .","There are three possible dates for the meeting , which I suggest be in two parts -- first , a meeting among the panel only from 5:00 - 6:30 p.m. , and then a dinner with Chairman Levitt from 6:30 - 8:30 p.m ."
46503,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,could you please let us know which of these would be possible for you :,Could you please let us know which of these would be possible for you :
46563,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,"ken lay would like to have the armada m3 ##0 ##6 series - "" the first ultra portable notebook designed for the enterprise "" .","Ken Lay would like to have the Armada M306 series - "" the first ultra portable notebook designed for the enterprise "" ."
46609,attachments,attachment,NOUN,,Plur,,,,,1,"['attachment', '##s']","[14449, 2015]",5,6,Plural Noun,"although this email and any attachment ##s are believed to be free of any virus or other defect that might affect any computer system into which it is received and opened , it is the responsibility of the recipient to ensure that it is virus free and no responsibility is accepted by century development or any of its affiliates for any loss or damage arising in any way from its use .","Although this email and any attachments are believed to be free of any virus or other defect that might affect any computer system into which it is received and opened , it is the responsibility of the recipient to ensure that it is virus free and no responsibility is accepted by Century Development or any of its affiliates for any loss or damage arising in any way from its use ."
48100,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,kenneth lay has approved the attached expense report for cindy olson .,Kenneth Lay has approved the attached expense report for Cindy Olson .
