,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
28017,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,the imprisoned w ##tc 1993 plot ##ter you ##sef was ks ##m ' s nephew .,The imprisoned WTC 1993 plotter Yousef was KSM 's nephew .
28039,leaders,leader,NOUN,,Plur,,,,,1,['leaders'],[4177],3,3,Plural Noun,"thus , the leaders in charge of al qaeda ' s ant ##hra ##x production program had a close connection to those imprisoned in connection with the earlier bombing of the world trade center .","Thus , the leaders in charge of Al Qaeda 's anthrax production program had a close connection to those imprisoned in connection with the earlier bombing of the World Trade Center ."
28263,'s,be,VERB,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Third-Person Present Tense Verb,"there ' s even a chapter titled "" poisonous letter "" in the al qaeda manual .","There 's even a chapter titled "" Poisonous Letter "" in the Al Qaeda manual ."
28295,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,"the mail ##er ' s use of "" green ##dale school "" as the return address for the letters to the senators is also revealing .","The mailer 's use of "" Greendale School "" as the return address for the letters to the Senators is also revealing ."
28341,symbolizes,symbolize,VERB,,Sing,3,Pres,,,1,"['symbol', '##izes']","[6454, 10057]",1,2,Third-Person Present Tense Verb,green symbol ##izes islam and was the prophet mohammed ' s color .,Green symbolizes Islam and was the Prophet Mohammed 's color .
28363,refers,refer,VERB,,Sing,3,Pres,,,1,['refers'],[5218],3,3,Third-Person Present Tense Verb,"green ##dale likely refers to green river valley - - i . e . , cairo ' s egyptian islamic jihad or the islamic group .","Greendale likely refers to green river valley -- i.e. , Cairo 's Egyptian Islamic Jihad or the Islamic Group ."
28383,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,"za ##wa ##hir ##i ' s mission in the united states in 1995 was to do spade ##work for terrorism , not fundraising for charitable causes .","Zawahiri 's mission in the United States in 1995 was to do spadework for terrorism , not fundraising for charitable causes ."
28471,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,the fbi ' s fix ##ation on hat ##fi ##ll ( at least as rumored by some reporters ) may have stemmed from a warning by one senator that careers hung in the balance .,The FBI 's fixation on Hatfill ( at least as rumored by some reporters ) may have stemmed from a warning by one Senator that careers hung in the balance .
28657,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,leah ##y ' s chief of staff apparently started with the strong pre ##dis ##position that some right - winger was involved because two liberal democrats had been targeted .,Leahy 's chief of staff apparently started with the strong predisposition that some right - winger was involved because two liberal democrats had been targeted .
28839,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,a search of dr . ken berry ' s residences likely will prove just about the last gasp of a bio ##de ##fen ##se insider theory .,A search of Dr. Ken Berry 's residences likely will prove just about the last gasp of a biodefense insider theory .
28905,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",32,33,Genitive Case,"we are aiming to have the programme printed next week , so i would really need to know as soon as possible if you would be available to speak at this year ' s congress .","We are aiming to have the programme printed next week , so I would really need to know as soon as possible if you would be available to speak at this year 's congress ."
29220,reservations,reservation,NOUN,,Plur,,,,,1,['reservations'],[17829],4,4,Plural Noun,beth has made our reservations for the round table friday night ( 5 / 18 ) at sullivan ' s steak house for 6 : 30 .,Beth has made our reservations for the Round Table Friday night ( 5/18 ) at Sullivan 's Steak House for 6:30 .
29352,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"elena ' s title is ad ##min coordinator , and i know that sara should not have this title , and honestly do not think that elena should also .","Elena 's title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
29492,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,martin ' s box is working wonderful ##ly - i ' ll have everything transferred to it and give him the keys by friday .,Martin 's box is working wonderfully - I 'll have everything transferred to it and give him the keys by Friday .
29602,challenges,challenge,NOUN,,Plur,,,,,1,['challenges'],[7860],8,8,Plural Noun,this conference will examine the business and regulatory challenges to u . s . electric systems in transition in effectively expanding transmission capacity to meet new demands in the larger and more competitive regional markets emerging under fe ##rc ' s rt ##o initiatives .,This conference will examine the business and regulatory challenges to U.S. electric systems in transition in effectively expanding transmission capacity to meet new demands in the larger and more competitive regional markets emerging under FERC 's RTO initiatives .
29914,proposals,proposal,NOUN,,Plur,,,,,1,['proposals'],[10340],4,4,Plural Noun,"it will analyze emerging proposals for effective transmission planning and pricing , including market - based pricing alternatives to fe ##rc ' s traditional pricing methods .","It will analyze emerging proposals for effective transmission planning and pricing , including market - based pricing alternatives to FERC 's traditional pricing methods ."
30064,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,i need to check something in 96 ##9 ' s 2000 tax return .,I need to check something in 969 's 2000 tax return .
30100,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,why : today is john ' s last day at e ##bs .,WHY : Today is John 's last day at EBS .
30111,decisions,decision,NOUN,,Plur,,,,,1,['decisions'],[6567],7,7,Plural Noun,"if you have not already made these decisions , es ##sie ' s guidance should be helpful .","If you have not already made these decisions , Essie 's guidance should be helpful ."
30207,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,"there is a corporate data sheet for this company , but this entity seems to have been inactive since it ' s creation .","There is a corporate data sheet for this company , but this entity seems to have been inactive since it 's creation ."
30441,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,i listed all of our ( sometimes mine vs . my wife ' s favorites and priorities ) .,I listed all of our ( sometimes mine vs. my wife 's favorites and priorities ) .
30458,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,"it is the officer ' s meeting for enterprise , and spouse ##s are invited .","It is the officer 's meeting for Enterprise , and spouses are invited ."
30514,terms,term,NOUN,,Plur,,,,,1,['terms'],[3408],20,20,Plural Noun,"do we want to attach a draft of the development agreement , and condition the final deal on agreeing to terms substantially the same as what ' s in the draft ?","Do we want to attach a draft of the Development Agreement , and condition the final deal on agreeing to terms substantially the same as what 's in the draft ?"
31010,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,mom ' s birthday is tom ##mo ##row .,Mom 's birthday is tommorow .
31016,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,off and on ( with jackie gentle ' s help ) i have pulled together a one page communication note on our fundamental operating standards ( itself a one page summary ) .,Off and on ( with Jackie Gentle 's help ) I have pulled together a one page communication note on our fundamental operating standards ( itself a one page summary ) .
31112,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",22,23,Genitive Case,"is there an article to be included in an en ##ron publication and in addition a letter to be sent under john ' s name ( if so , to whom will the letter be sent ) ?","Is there an article to be included in an Enron publication and in addition a letter to be sent under John 's name ( if so , to whom will the letter be sent ) ?"
31436,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,the last i knew after you and brent drafted this starting point for fundamental operating standards was that this was being circulated ( sho ##na took this to do after brent ' s return to houston ) for comments to all business controllers .,The last I knew after you and Brent drafted this starting point for fundamental operating standards was that this was being circulated ( Shona took this to do after Brent 's return to Houston ) for comments to all business controllers .
31856,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,"we have been able to keep en ##a ' s direct group expenses flat year on year , we are trying hard to keep the corporate allocation flat year to year as well .","We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to keep the corporate allocation flat year to year as well ."
32176,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s on tonight,it 's on tonight
32180,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s did you watch your girl on tv last night ?,it 's did you watch your girl on tv last night ?
32204,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,please find enclosed ee ##s ' s request for volumes for pg ##e city ##gate del ##very effective 11 / 1 / 01 :,Please find enclosed EES 's request for Volumes for PGE CityGate delvery effective 11/1/01 :
32264,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,how is de ##b ' s knee ?,How is Deb 's knee ?
32270,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,"yes ma ##am , she ' s u ##bs now .","Yes maam , she 's UBS now ."
32278,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],4,4,Third-Person Present Tense Verb,( her voice mail says she ' s out of the office until monday . ),( Her voice mail says she 's out of the office until Monday . )
32308,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",13,14,Genitive Case,"i did n ' t feel guilty about the garage sale , that ' s why i was annoyed - being notified at 10 : 00 at night gr ##rr ##rr ##rr .","I did n't feel guilty about the garage sale , that 's why I was annoyed - being notified at 10:00 at night GRRRRRRR ."
32533,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"it ' s a very ambitious site - - with state - of - the - art w ##si weather ( seasonal , 6 - 10 , and day to day ) driving a good load model for p ##jm and ne ##pool .","It 's a very ambitious site -- with state - of - the - art WSI weather ( seasonal , 6 - 10 , and day to day ) driving a good load model for PJM and NEPOOL ."
32650,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,we will not go over global ' s piece of the car ##gill line . . .,we will not go over Global 's piece of the Cargill line ...
32663,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,your mom just called and said your dad ' s surgery will be at 2 : 30 p . m .,Your mom just called and said your dad 's surgery will be at 2:30 p.m .
32711,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,i hope your dad ' s surgery goes well !,I hope your dad 's surgery goes well !
32729,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,here ' s the version showing revisions .,Here 's the version showing revisions .
32750,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,"as i watched my mother and father ' s health deter ##ior ##ate and ultimately watched them die , it is a very defining time in our lives .","As I watched my mother and father 's health deteriorate and ultimately watched them die , it is a very defining time in our lives ."
32880,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,"unfortunately , do to mr . lay ' s schedule he will not be able to participate .","Unfortunately , do to Mr. Lay 's schedule he will not be able to participate ."
32928,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",10,11,Genitive Case,i have to pick up old gray over at jerry ' s .,I have to pick up old gray over at Jerry 's .
32952,folks,folk,NOUN,,Plur,,,,,1,['folks'],[12455],12,12,Plural Noun,i spoke with gerald and he said there are a bunch of folks hanging around dad ' s place .,I spoke with Gerald and he said there are a bunch of folks hanging around Dad 's place .
33028,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,what ' s happening ?,What 's happening ?
33036,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,"if that ' s ok , how do you want your name to show up on the title and what address should i use ?","If that 's ok , how do you want your name to show up on the title and what address should I use ?"
33156,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,how many of dad ' s shares do you have ?,How many of Dad 's shares do you have ?
33186,revisions,revision,NOUN,,Plur,,,,,1,['revisions'],[24699],8,8,Plural Noun,"however , he did suggest a couple slight revisions to protect en ##ron ' s interests .","However , he did suggest a couple slight revisions to protect Enron 's interests ."
33336,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"it ' s funny , because usually it ' s just me , mom , craig and dane ##lia , and dane ##lia does n ' t really like roasted turkey or roast beef ( not that she would say it to me ! ) , so there is not just the same joy in cooking it would be else ##wise .","It 's funny , because usually it 's just me , Mom , Craig and Danelia , and Danelia does n't really like roasted turkey or roast beef ( not that she would say it to me ! ) , so there is not just the same joy in cooking it would be elsewise ."
33831,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s not for the meek .,It 's not for the meek .
33838,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,"i think compared to my house , he ' s em ##bar ##rase ##d about his apartment .","I think compared to my house , he 's embarrased about his apartment ."
33866,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,"then , also , he ' s got so much stuff in there right now , that i do n ' t know how he ' s going to fit baby stuff .","Then , also , he 's got so much stuff in there right now , that I do n't know how he 's going to fit baby stuff ."
34069,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,so he ' s going to have to start looking for another place .,So he 's going to have to start looking for another place .
34134,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"it ' s got its own bathroom and tv , and is pretty cozy .","It 's got its own bathroom and tv , and is pretty cozy ."
34176,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,"but , i guess , it ' s a start . . .","But , I guess , it 's a start ..."
34206,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s good chatting with you .,It 's good chatting with you .
34227,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,"thinking about that , what ' s your title ?","Thinking about that , what 's your title ?"
34245,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,"in one sense it ' s great , but it also makes things a lot harder to read .","In one sense it 's great , but it also makes things a lot harder to read ."
34353,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",11,12,Genitive Case,let us know the latest with ted and also with what ' s going on in houston .,Let us know the latest with Ted and also with what 's going on in Houston .
34421,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,"i caught the third day of corey ' s jeopardy run last night here at the office ( yes , i had to come back after the play . . . i love my job ! ) .","I caught the third day of Corey 's Jeopardy run last night here at the office ( yes , I had to come back after the play ... I love my job ! ) ."
34631,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",30,31,Genitive Case,i should let you know though that she was very offended this morning that you did n ' t spell her name right in the email - i mean it ' s such a common spelling .,I should let you know though that she was very offended this morning that you did n't spell her name right in the email - I mean it 's such a common spelling .
35005,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,she ' s a very fun girl .,She 's a very fun girl .
35012,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,now back to what ' s really important . . . you .,Now back to what 's really important ... you .
35032,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",38,39,Genitive Case,thought you ' d like to know that the dixie chicks are coming back to houston dec . 12 and will performing just down the street from you at the com ##pa ##q center . . . it ' s all about you and your needs .,Thought you 'd like to know that the Dixie Chicks are coming back to Houston Dec. 12 and will performing just down the street from you at the Compaq Center ... it 's all about you and your needs .
35352,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,how ' s life on 32 today - - well that ' s enough about you let ' s talk more about me .,How 's life on 32 today -- well that 's enough about you let 's talk more about me .
35452,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,i think it ' s a good idea since the provisional application is on file - travis is the internal lawyer who has taken care of the patent application so he will have better ideas for where the words should be placed and appropriate look and feel ( i would guess near the copyright notice and roughly equivalent size ) .,I think it 's a good idea since the provisional application is on file - Travis is the internal lawyer who has taken care of the patent application so he will have better ideas for where the words should be placed and appropriate look and feel ( I would guess near the copyright notice and roughly equivalent size ) .
36352,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,attached are u ##ec ##om ##m ' s final comments to the master agreement .,Attached are Uecomm 's final comments to the Master Agreement .
36396,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],3,3,Third-Person Present Tense Verb,john su ##ttle has ok ' d anthony ' s latest request w / r . t . the csa .,John Suttle has OK'd Anthony 's latest request w / r. t. the CSA .
36441,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,conference call with cone ##d at 1 : 00 today in sara ' s office - e ##b 380 ##1 ##a .,Conference Call with ConEd at 1:00 today in Sara 's office - EB 3801A .
36456,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,here ' s info on the elliott ##s .,Here 's info on the Elliotts .
36463,for,for,ADP,,,,,,,0,['for'],[2005],11,11,Causal-Final Case,i believe that there might be a sign - flipping problem for puts that ' s causing this whole issue .,I believe that there might be a sign - flipping problem for PUTS that 's causing this whole issue .
36583,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,karim - this ' s likely the explanation to your other question . . .,Karim - this 's likely the explanation to your other question ...
36619,'s,us,PRON,,,,,,,0,"[""'"", 's']","[1005, 1055]",13,14,Genitive Case,"i do n ' t want to wait till month end , let ' s adjust the numbers now and for the june 29 2nd order , let s take that value into june since it relates to july puts .","I do n't want to wait till month end , let 's adjust the numbers now and for the June 29 2nd order , let s take that value into June since it relates to July puts ."
37155,'s,us,PRON,,,,,,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,let ' s reg ##roup on monday .,Let 's regroup on Monday .
37167,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,they indicated they could use steve ' s help face to face at some point .,They indicated they could use Steve 's help face to face at some point .
37212,names,name,NOUN,,Plur,,,,,1,['names'],[3415],7,7,Plural Noun,"also , can you confirm the correct names , email addresses , titles for those new folks on friday ' s call : robbie rossi , michelle , melissa lloyd ?","Also , can you confirm the correct names , email addresses , titles for those new folks on Friday 's call : Robbie Rossi , Michelle , Melissa Lloyd ?"
37272,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,here ' s the info for calling in - - thanks !,Here 's the info for calling in -- thanks !
37302,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",11,12,Genitive Case,goal is to ( politely ? ) ref ##ute loretta lynch ' s and carl woods ' continued assertion ##s that 1 ) california ' s move to der ##eg ##ulate was based solely on ideology with no basis in fact and 2 ) the solution is to turn back the clock to command - and - control regulation .,Goal is to ( politely ? ) refute Loretta Lynch 's and Carl Woods ' continued assertions that 1 ) California 's move to deregulate was based solely on ideology with no basis in fact and 2 ) the solution is to turn back the clock to command - and - control regulation .
38004,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,sand ##i se ##z it ' s actually happening at 10 am and it ' s renewable - focused .,Sandi sez it 's actually happening at 10 AM and it 's renewable - focused .
38068,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,"i assume this is akin to why mcdonald ' s trademark ##s "" mc "" everything ?","I assume this is akin to why McDonald 's trademarks "" Mc "" Everything ?"
38128,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,please find attached credit ' s e ##ol responses for 3 / 8 / 00 .,Please find attached Credit 's EOL responses for 3/8/00 .
38158,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",10,11,Genitive Case,"torre ##y , as promised i have attached arc ##o ' s suggested revisions to the en ##ron online trading agreement .","Torrey , as promised I have attached ARCO 's suggested revisions to the Enron online trading agreement ."
38266,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,please find attached credit ' s e ##ol responses for 3 / 9 / 00 .,Please find attached Credit 's EOL responses for 3/9/00 .
38296,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,here ' s the list with the missing counterpart ##ies .,Here 's the list with the missing counterparties .
38335,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",9,10,Genitive Case,the uncertainty generated by the rev ##ocation of aa ' s sign ##off for the facility late in the year end audit .,The uncertainty generated by the revocation of AA 's signoff for the facility late in the year end audit .
38395,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,"furthermore , i would like to rei ##tera ##te that ra ##c ' s goal , prior to quoting any credit reserve , is to be 100 % confident that : ( i ) the methodology that is being employed is consistent among the internal groups ; and ( ii ) the inherent value of the price risk management contracts matches .","Furthermore , I would like to reiterate that RAC 's goal , prior to quoting any credit reserve , is to be 100 % confident that : ( i ) the methodology that is being employed is consistent among the internal groups ; and ( ii ) the inherent value of the price risk management contracts matches ."
39207,obligates,obligate,VERB,,Sing,3,Pres,,,1,"['ob', '##liga', '##tes']","[27885, 14715, 4570]",21,23,Third-Person Present Tense Verb,"article 6 of the gall ##up compression services agreement ( which i am sending to you separately ) with ec ##s ob ##liga ##tes ec ##s to "" work in good faith with cd ##ec "" to establish an automated system that would automatically have alerted us to peak loading conditions on cd ##ec ' s system .","Article 6 of the Gallup Compression Services Agreement ( which I am sending to you separately ) with ECS obligates ECS to "" work in good faith with CDEC "" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system ."
39657,sounds,sound,VERB,,Sing,3,Pres,,,1,['sounds'],[4165],1,1,Third-Person Present Tense Verb,"that sounds like a bs excuse from ec ##s , but it that ' s what they are saying , let me know and we can figure out a solution .","That sounds like a BS excuse from ECS , but it that 's what they are saying , let me know and we can figure out a solution ."
39918,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",15,16,Genitive Case,my understanding was that ec ##s was to provide a means to access cd ##ec ' s online profile in order for us to make a decision to avoid running the compressor during cd ##ec ' s peak load periods .,My understanding was that ECS was to provide a means to access CDEC 's online profile in order for us to make a decision to avoid running the compressor during CDEC 's peak load periods .
40242,incorporates,incorporate,VERB,,Sing,3,Pres,,,1,['incorporates'],[12374],1,1,Third-Person Present Tense Verb,it incorporates mr . st ##oj ##ic ' s and mr . kelly ' s initial comments .,It incorporates Mr. Stojic 's and Mr. Kelly 's initial comments .
40266,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,please approve susan ' s attached expense report and forward to accounting with a cc : to me .,Please approve Susan 's attached expense report and forward to accounting with a cc : to me .
40410,producers,producer,NOUN,,Plur,,,,,1,['producers'],[6443],13,13,Plural Noun,i believe you got a copy of the john somme ##r letter to producers dated jan 6 that mk ##m ' s spies intercepted .,I believe you got a copy of the John Sommer letter to producers dated Jan 6 that MKM 's spies intercepted .
40520,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",23,24,Genitive Case,"dar ##i and i vent ##ed our ag ##gra ##vation by drafting the attached letter to gibson and kyle complaining of somme ##r ' s du ##plicity , but after temper ##s cooled , mk ##m and i decided not to send it to stan or urge him to send a written response .","Dari and I vented our aggravation by drafting the attached letter to Gibson and Kyle complaining of Sommer 's duplicity , but after tempers cooled , MKM and I decided not to send it to Stan or urge him to send a written response ."
40970,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,stan may also bring the letter up oral ##ly next time he ' s on the ph ##onne with gibson or kyle as an example of how not to handle this situation .,Stan may also bring the letter up orally next time he 's on the phonne with Gibson or Kyle as an example of how not to handle this situation .
41060,invitees,invitee,NOUN,,Plur,,,,,1,"['invite', '##es']","[13260, 2229]",4,5,Plural Noun,those currently listed as invite ##es are pu ##ct commissioners and er ##cot ' s sam jones and tom noel .,Those currently listed as invitees are PUCT Commissioners and Ercot 's Sam Jones and Tom Noel .
41094,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,i am available after rick ' s friday budget meeting . . . are you available then ?,I am available after Rick 's Friday budget meeting ... are you available then ?
41169,'s,us,PRON,,,,,,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,let ' s get them to support constructive solutions that will make a real difference .,Let 's get them to support constructive solutions that will make a real difference .
41259,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",10,11,Genitive Case,i am free at 8 am on friday before rick ' s budget meeting .,I am free at 8 am on Friday before Rick 's budget meeting .
41301,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s ok with me .,It 's ok with me .
41307,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"this is to advise you that we have available , for your business or personal use , stan ' s four ( 4 ) wnba comets tickets .","This is to advise you that we have available , for your business or personal use , Stan 's four ( 4 ) WNBA Comets tickets ."
41442,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",11,12,Genitive Case,"took me a little longer to review and rev ##ise adam ' s first drafts than i had thought ( there ' s a lot going on here , as you ' ll see soon ) .","Took me a little longer to review and revise Adam 's first drafts than I had thought ( there 's a lot going on here , as you 'll see soon ) ."
41706,'s,be,VERB,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Third-Person Present Tense Verb,there ' s a new e ##ol counterpart ##y listed in the uk .,There 's a new EOL Counterparty listed in the UK .
41728,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",24,25,Genitive Case,the contract quantity shall be quantity submitted by counterpart ##y via en ##ron ##on ##line ( 5 % greater or lesser allowance at seller ' s option ) .,The Contract Quantity shall be quantity submitted by Counterparty via EnronOnline ( 5 % greater or lesser allowance at Seller 's option ) .
41800,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,"if sam ' s description below of the g ##cp procedure is correct , it looks to me like something needs to be changed .","If Sam 's description below of the GCP procedure is correct , it looks to me like something needs to be changed ."
41984,lies,lie,VERB,,Sing,3,Pres,,,1,['lies'],[3658],2,2,Third-Person Present Tense Verb,the difficulty lies in the fact that the confirmation system reads the counterpart ##y ' s name from global counterpart ##y .,The difficulty lies in the fact that the confirmation system reads the counterparty 's name from Global Counterparty .
42022,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,that is the source of tan ##a ' s concern regarding the correct entering of divisions in the system .,That is the source of Tana 's concern regarding the correct entering of divisions in the system .
42116,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,here is the overview of bob henderson ' s employment agreement .,Here is the overview of Bob Henderson 's Employment Agreement .
42138,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",17,18,Genitive Case,please send me an email response about whether you and michelle cash are ok with what he ' s written .,Please send me an email response about whether you and Michelle Cash are OK with what he 's written .
