,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
15313,funds,fund,NOUN,,Plur,,,,,1,['funds'],[5029],2,2,Plural Noun,"without the funds from our 1991 partners , we would not be able to acquire the oil revenue trapped within iraq .","Without the funds from our 1991 partners , we would not be able to acquire the oil revenue trapped within Iraq ."
15335,battles,battle,NOUN,,Plur,,,,,1,['battles'],[7465],1,1,Plural Noun,us battles to save storm victims,US battles to save storm victims
15341,teams,team,NOUN,,Plur,,,,,1,['teams'],[2780],1,1,Plural Noun,"emergency teams in the southern us are battling to reach survivors of hurricane katrina , the most destructive storm to hit the country in decades .","Emergency teams in the southern US are battling to reach survivors of Hurricane Katrina , the most destructive storm to hit the country in decades ."
15367,rescuers,rescuer,NOUN,,Plur,,,,,1,"['rescue', '##rs']","[5343, 2869]",4,5,Plural Noun,the city mayor said rescue ##rs were unable to retrieve the dead .,The city mayor said rescuers were unable to retrieve the dead .
15379,Walls,wall,NOUN,,Plur,,,,,1,['walls'],[3681],0,0,Plural Noun,"walls keeping water out of the bowl - shaped city have been breached , and emergency teams are using helicopters to drop 1 , 350 kg ( 3 , 000 lb ) sand ##bags and concrete barriers into the gaps .","Walls keeping water out of the bowl - shaped city have been breached , and emergency teams are using helicopters to drop 1,350 kg ( 3,000 lb ) sandbags and concrete barriers into the gaps ."
15415,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],6,6,Third-Person Present Tense Verb,"the us army corps of engineers says it could take a month to clear the flood waters , and the government ' s disaster relief agency has urged eva ##cu ##ees not to try to get back to their homes .","The US Army Corps of Engineers says it could take a month to clear the flood waters , and the government 's disaster relief agency has urged evacuees not to try to get back to their homes ."
15453,appears,appear,VERB,,Sing,3,Pres,,,1,['appears'],[3544],2,2,Third-Person Present Tense Verb,the situation appears to be even worse in mississippi .,The situation appears to be even worse in Mississippi .
15463,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,louisiana ' s governor blanco urged residents to spend wednesday in prayer and assured them the crisis would eventually be overcome .,Louisiana 's Governor Blanco urged residents to spend Wednesday in prayer and assured them the crisis would eventually be overcome .
15484,thousands,thousand,NOUN,,Plur,,,,,1,['thousands'],[5190],7,7,Plural Noun,the us red cross has mob ##ilised thousands of volunteers for its biggest - ever natural disaster effort and federal emergency teams are being dispatched to affected areas .,The US Red Cross has mobilised thousands of volunteers for its biggest - ever natural disaster effort and federal emergency teams are being dispatched to affected areas .
15512,days,day,NOUN,,Plur,,,,,1,['days'],[2420],11,11,Plural Noun,"president george w bush , who has cut his holiday two days short , has called on americans to donate to the red cross or other organisations .","President George W Bush , who has cut his holiday two days short , has called on Americans to donate to the Red Cross or other organisations ."
15540,for,for,ADP,,,,,,,0,['for'],[2005],23,23,Causal-Final Case,"on september 21 , 2004 , the u . s . senate appropriations committee approved $ 16 . 37 ##9 billion in funding for nasa for fiscal year 2005 .","On September 21 , 2004 , the U.S. Senate Appropriations Committee approved $ 16.379 billion in funding for NASA for fiscal year 2005 ."
15564,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,an additional $ 800 million in emergency funding was added for nasa during the committee ' s consideration of the bill .,An additional $ 800 million in emergency funding was added for NASA during the Committee 's consideration of the bill .
15585,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,- - - $ 10 million is provided for centennial challenges .,--- $ 10 million is provided for Centennial Challenges .
15595,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",14,15,Genitive Case,""" the senate appropriations committee used a somewhat controversial technique tuesday to increase nasa ' s fiscal year 2005 budget by $ 200 million over what president bush requested .",""" The Senate Appropriations Committee used a somewhat controversial technique Tuesday to increase NASA 's fiscal year 2005 budget by $ 200 million over what President Bush requested ."
15624,thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for listening .,thanks for listening .
15628,promises,promise,VERB,,Sing,3,Pres,,,1,['promises'],[10659],9,9,Third-Person Present Tense Verb,"that band is involved in a local competition which promises a $ 5000 first prize , which they would like to win in order to donate it to the benefit fund which they have started .","That band is involved in a local competition which promises a $ 5000 first prize , which they would like to win in order to donate it to the benefit fund which they have started ."
15664,emails,email,NOUN,,Plur,,,,,1,['emails'],[22028],3,3,Plural Noun,below are some emails to friends explaining a little more about this effort .,Below are some emails to friends explaining a little more about this effort .
15678,for,for,ADP,,,,,,,0,['for'],[2005],19,19,Causal-Final Case,"they are currently in third place , and need your help so that the prize money can be used for a human ##ata ##rian cause .","They are currently in third place , and need your help so that the prize money can be used for a humanatarian cause ."
15702,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,thank you in advance for your contribution to this effort .,Thank you in advance for your contribution to this effort .
15724,contacts,contact,NOUN,,Plur,,,,,1,['contacts'],[10402],16,16,Plural Noun,"also , please pass this along to everyone you know , and all of your email contacts .","Also , please pass this along to everyone you know , and all of your email contacts ."
15742,for,for,ADP,,,,,,,0,['for'],[2005],13,13,Causal-Final Case,"abby is our beloved friend , and we are trying to raise money for her any way we can , so this prize money is important to help her continue to receive her life - saving treatments .","Abby is our beloved friend , and we are trying to raise money for her any way we can , so this prize money is important to help her continue to receive her life - saving treatments ."
15780,contacts,contact,NOUN,,Plur,,,,,1,['contacts'],[10402],18,18,Plural Noun,"if you can pass this info along , and ask everyone you know to forward it to their contacts , etc , we may have a shot at pulling this off .","If you can pass this info along , and ask everyone you know to forward it to their contacts , etc , we may have a shot at pulling this off ."
15812,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,it is certainly for a good cause .,It is certainly for a good cause .
15820,recipients,recipient,NOUN,,Plur,,,,,1,['recipients'],[15991],3,3,Plural Noun,"also encourage your recipients to forward this along to their contacts , and so on , so that the movement to help her grows exponential ##ly .","Also encourage your recipients to forward this along to their contacts , and so on , so that the movement to help her grows exponentially ."
15872,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,thank you so much for caring enough to offer your help .,Thank you so much for caring enough to offer your help .
15884,hopes,hope,VERB,,Sing,3,Pres,,,1,['hopes'],[8069],13,13,Third-Person Present Tense Verb,"the winner of this competition will receive $ 5000 , which beyond control hopes to win in order to donate it to the abby freeman fund .","The winner of this competition will receive $ 5000 , which Beyond Control hopes to win in order to donate it to the Abby Freeman fund ."
15911,lies,lie,VERB,,Sing,3,Pres,,,1,['lies'],[3658],5,5,Third-Person Present Tense Verb,"the connection , however , lies in an order issued last year by president hu jin ##tao to seek secure oil supplies abroad - prefer ##ably ones which could not be stopped by america in case of conflict over taiwan .","The connection , however , lies in an order issued last year by President Hu Jintao to seek secure oil supplies abroad - preferably ones which could not be stopped by America in case of conflict over Taiwan ."
15950,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,the brazil trade deal included funding for a joint oil - drilling and pipeline programme at a cost that experts said would add up to three times the cost of simply buying oil on the market .,The Brazil trade deal included funding for a joint oil - drilling and pipeline programme at a cost that experts said would add up to three times the cost of simply buying oil on the market .
15987,moves,move,NOUN,,Plur,,,,,1,['moves'],[5829],10,10,Plural Noun,"then , this month , it said that it opposed moves to refer iran ' s nuclear stand - off with the international atomic energy agency to the united nations security council .","Then , this month , it said that it opposed moves to refer Iran 's nuclear stand - off with the International Atomic Energy Agency to the United Nations Security Council ."
16019,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,"a week before , china ' s second biggest state oil firm had signed a $ 70 billion deal for oil ##field and natural gas development with iran , which already supplies 13 per cent of china ' s needs .","A week before , China 's second biggest state oil firm had signed a $ 70 billion deal for oilfield and natural gas development with Iran , which already supplies 13 per cent of China 's needs ."
16057,alternatives,alternative,NOUN,,Plur,,,,,1,['alternatives'],[15955],19,19,Plural Noun,"its projected demand , boosted by a huge rise in car ownership as well as the need to find alternatives to poll ##uting coal for electricity generation , has contributed to the surge in the price of oil this year .","Its projected demand , boosted by a huge rise in car ownership as well as the need to find alternatives to polluting coal for electricity generation , has contributed to the surge in the price of oil this year ."
16097,Shortages,shortage,NOUN,,Plur,,,,,1,['shortages'],[22623],0,0,Plural Noun,shortages are already leading to power cuts in the big cities .,Shortages are already leading to power cuts in the big cities .
16109,firms,firm,NOUN,,Plur,,,,,1,['firms'],[9786],8,8,Plural Noun,"since president hu ordered state - owned oil firms to "" go abroad "" to ensure supply , they have begun drilling for gas in the east china sea , just west of the line that japan regards as its border .","Since President Hu ordered state - owned oil firms to "" go abroad "" to ensure supply , they have begun drilling for gas in the East China Sea , just west of the line that Japan regards as its border ."
16151,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",9,10,Genitive Case,the two are also set to clash over russia ' s oil wealth .,The two are also set to clash over Russia 's oil wealth .
16164,intends,intend,VERB,,Sing,3,Pres,,,1,['intends'],[18754],21,21,Third-Person Present Tense Verb,china is furious that japan has out ##bid it in their battle to determine the route of the pipeline that russia intends to build to the far east .,China is furious that Japan has outbid it in their battle to determine the route of the pipeline that Russia intends to build to the Far East .
16192,analysts,analyst,NOUN,,Plur,,,,,1,['analysts'],[18288],12,12,Plural Noun,"eu ##rasia group , a new york - based firm of political analysts , said its oil experts worked out that china was paying such an inflated price for its investment in brazil that the cost for the oil it ended up with was three times the market price .","Eurasia Group , a New York - based firm of political analysts , said its oil experts worked out that China was paying such an inflated price for its investment in Brazil that the cost for the oil it ended up with was three times the market price ."
16241,1990s,1990,NOUN,,Plur,,,,,1,['1990s'],[4134],8,8,Plural Noun,""" beijing may end up in a early 1990s japan situation , where it is forced to sell recently purchased overseas assets for a fraction of what it paid for them . """,""" Beijing may end up in a early 1990s Japan situation , where it is forced to sell recently purchased overseas assets for a fraction of what it paid for them . """
16307,marks,mark,VERB,,Sing,3,Pres,,,1,['marks'],[6017],2,2,Third-Person Present Tense Verb,""" it marks the first time in recent years that china has promised to wi ##eld its veto power in the un security council against a petition initiated by the united states and backed by france and great britain . """,""" It marks the first time in recent years that China has promised to wield its veto power in the UN Security Council against a petition initiated by the United States and backed by France and Great Britain . """
16347,for,for,ADP,,,,,,,0,['for'],[2005],15,15,Causal-Final Case,it is always good to stick to a formal intense meditation practice like the one for begin ##ners described in the mp3 file that follows after the visual ##isation ##s .,It is always good to stick to a formal intense meditation practice like the one for beginners described in the MP3 file that follows after the visualisations .
16375,hands,hand,NOUN,,Plur,,,,,1,['hands'],[2398],13,13,Plural Noun,"now feel yourself returning to where you sit . . . move your hands and feet a little , stretch them .","Now feel yourself returning to where you sit ... move your hands and feet a little , stretch them ."
16395,takes,take,VERB,,Sing,3,Pres,,,1,['takes'],[3138],1,1,Third-Person Present Tense Verb,it takes some time and practice to be able to focus on the one thought .,It takes some time and practice to be able to focus on the one thought .
16427,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,last year an organization named the north carolina religious coalition for marriage equality was formed to get out the message that at least some people of faith are not opposed to extending the rights and responsibilities of civil marriage to same - gender couples .,Last year an organization named the North Carolina Religious Coalition for Marriage Equality was formed to get out the message that at least some people of faith are not opposed to extending the rights and responsibilities of civil marriage to same - gender couples .
16472,efforts,effort,NOUN,,Plur,,,,,1,['efforts'],[4073],11,11,Plural Noun,"one of “ nc ##rc ##4 ##me ’ s ” major efforts is to collect signatures for the attached “ declaration of religious leaders , ” which has been and will again be presented to members of the nc legislature .","One of “ NCRC4ME ’s ” major efforts is to collect signatures for the attached “ Declaration of Religious Leaders , ” which has been and will again be presented to members of the NC legislature ."
16546,names,name,NOUN,,Plur,,,,,1,['names'],[3415],14,14,Plural Noun,at its february meeting the ch ##s vest ##ry voted unanimously to add their names to the declaration .,At its February meeting the CHS Vestry voted unanimously to add their names to the Declaration .
16563,names,name,NOUN,,Plur,,,,,1,['names'],[3415],3,3,Plural Noun,i will email names and email addresses ( or postal addresses ) of sign ##ers to nc ##rc ##4 ##me in time for their “ lobby day ” in raleigh on march 15 .,I will email names and email addresses ( or postal addresses ) of signers to NCRC4ME in time for their “ lobby day ” in Raleigh on March 15 .
16593,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,thank you for your consideration of this issue .,Thank you for your consideration of this issue .
16602,necessities,necessity,NOUN,,Plur,,,,,2,"['nec', '##ess', '##ities']","[26785, 7971, 6447]",8,10,Plural Noun,"the most fundamental human right , after the nec ##ess ##ities of food , clothing and shelter , is the right to affection and the supportive love of other human beings .","The most fundamental human right , after the necessities of food , clothing and shelter , is the right to affection and the supportive love of other human beings ."
16632,takes,take,VERB,,Sing,3,Pres,,,1,['takes'],[3138],16,16,Third-Person Present Tense Verb,"this right to love and form a family is so fundamental that our united states constitution takes it for granted in its dedication to "" secure the blessings of liberty to ourselves and our poster ##ity . ”","This right to love and form a family is so fundamental that our United States Constitution takes it for granted in its dedication to "" secure the blessings of liberty to ourselves and our posterity . ”"
16743,affirms,affirm,VERB,,Sing,3,Pres,,,1,"['af', '##firm', '##s']","[21358, 27972, 2015]",5,7,Third-Person Present Tense Verb,"the north carolina constitution likewise af ##firm ##s the “ ina ##lie ##nable rights ” of human beings to "" life , liberty , the enjoyment of the fruits of their own labor , and the pursuit of happiness . ""","The North Carolina Constitution likewise affirms the “ inalienable rights ” of human beings to "" life , liberty , the enjoyment of the fruits of their own labor , and the pursuit of happiness . """
16780,tyrants,tyrant,NOUN,,Plur,,,,,1,"['tyrant', '##s']","[26508, 2015]",3,4,Plural Noun,"throughout history , tyrant ##s have known that by denying the right of op ##pressed peoples to form and nur ##ture families , they can kill the spirit of those peoples .","Throughout history , tyrants have known that by denying the right of oppressed peoples to form and nurture families , they can kill the spirit of those peoples ."
16809,texts,text,NOUN,,Plur,,,,,1,['texts'],[6981],6,6,Plural Noun,we oppose the use of sacred texts and religious traditions to deny legal equity to same - gender couples .,We oppose the use of sacred texts and religious traditions to deny legal equity to same - gender couples .
16829,convictions,conviction,NOUN,,Plur,,,,,1,['convictions'],[20488],6,6,Plural Noun,the state may not favor the convictions of one religious group over another by denying individuals their fundamental right to marry and to have those marriages recognized by civil law .,The state may not favor the convictions of one religious group over another by denying individuals their fundamental right to marry and to have those marriages recognized by civil law .
16860,leaders,leader,NOUN,,Plur,,,,,1,['leaders'],[4177],2,2,Plural Noun,"as faith leaders , we commit ourselves to public action , visibility , education , and mutual support in the service of the right and freedom to marry .","As faith leaders , we commit ourselves to public action , visibility , education , and mutual support in the service of the right and freedom to marry ."
16918,standards,standard,NOUN,,Plur,,,,,1,['standards'],[4781],13,13,Plural Noun,judge samuel ali ##to is very highly qualified by all of the normal standards used to evaluate candidates for this position :,Judge Samuel Alito is very highly qualified by all of the normal standards used to evaluate candidates for this position :
16939,looks,look,VERB,,Sing,3,Pres,,,1,['looks'],[3504],33,33,Third-Person Present Tense Verb,"so now the senate is getting ready to vote soon , on whether to approve him or not ; and at this moment ( evening of jan . 27 , 2006 ) it looks like he has more than the fifty - one votes needed for approval .","So now the Senate is getting ready to vote soon , on whether to approve him or not ; and at this moment ( evening of Jan. 27 , 2006 ) it looks like he has more than the fifty - one votes needed for approval ."
16986,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],19,19,Third-Person Present Tense Verb,"that is what is about to happen with judge samuel ali ##to , in my opinion , because he has one tragic flaw - a very serious blind spot in his thinking - which makes him completely unacceptable for the position of supreme court justice : he does not really agree with the system of "" checks and balance ##s "" built into the constitution , and he is ready to start tearing it down in order to follow the "" unitary executive theory , "" which calls for vastly - increased presidential power at the expense of congress and the supreme court .","That is what is about to happen with Judge Samuel Alito , in my opinion , because he has one tragic flaw - a very serious blind spot in his thinking - which makes him completely unacceptable for the position of Supreme Court Justice : He does not really agree with the system of "" Checks and Balances "" built into the Constitution , and he is ready to start tearing it down in order to follow the "" Unitary Executive Theory , "" which calls for vastly - increased Presidential Power at the expense of Congress and the Supreme Court ."
17088,believes,believe,VERB,,Sing,3,Pres,,,1,['believes'],[7164],4,4,Third-Person Present Tense Verb,"but samuel ali ##to believes in a little - known constitutional theory - called the "" unitary executive theory "" - which says that the president should have complete control over the executive branch , and that the executive branch should be in charge of almost everything that the government actually does , including the functions of the independent agencies which were designed to be free of presidential control , and the military , which exists , which is regulated , and which is funded by specific authority given by the constitution to congress , not to the president .","But Samuel Alito believes in a little - known Constitutional theory - called the "" Unitary Executive Theory "" - which says that the President should have complete control over the Executive Branch , and that the Executive Branch should be in charge of almost everything that the Government actually does , including the functions of the Independent Agencies which were designed to be free of Presidential control , and the Military , which exists , which is regulated , and which is funded by specific authority given by the Constitution to Congress , not to the President ."
17286,needs,need,VERB,,Sing,3,Pres,,,1,['needs'],[3791],14,14,Third-Person Present Tense Verb,"if you want to help , please send them to everyone you know who needs to read them .","If you want to help , please send them to everyone you know who needs to read them ."
17305,strategies,strategy,NOUN,,Plur,,,,,2,['strategies'],[9942],1,1,Plural Noun,some strategies being used by nasa & company in relation to china and other space planning countries are mentioned here after being g ##lean ##ed from a news item underneath .,Some strategies being used by NASA & Company in relation to China and other space planning countries are mentioned here after being gleaned from a news item underneath .
17334,aims,aim,NOUN,,Plur,,,,,1,['aims'],[8704],17,17,Plural Noun,"depend ##ant = nasa & company to use "" space station "" model to un ##ify the aims of different countries .","Dependant = NASA & Company to use "" space station "" model to unify the aims of different countries ."
17354,aims,aim,VERB,,Sing,3,Pres,,,1,['aims'],[8704],7,7,Third-Person Present Tense Verb,but they remain uncertain about whether china aims to beat the united states to the moon in its secretive space effort .,But they remain uncertain about whether China aims to beat the United States to the moon in its secretive space effort .
17376,explorers,explorer,NOUN,,Plur,,,,,1,['explorers'],[19264],18,18,Plural Noun,president bush has directed nasa to return to the moon by 2018 with a new generation of human explorers .,President Bush has directed NASA to return to the moon by 2018 with a new generation of human explorers .
17396,nations,nation,NOUN,,Plur,,,,,1,['nations'],[3741],4,4,Plural Noun,china was among 30 nations invited to send a delegate to nasa - sponsored round ##table discussions on bush ' s strategy to reach the moon with astronauts as the first step in the exploration of mars and other - deep space destinations .,China was among 30 nations invited to send a delegate to NASA - sponsored roundtable discussions on Bush 's strategy to reach the moon with astronauts as the first step in the exploration of Mars and other - deep space destinations .
17480,plans,plan,NOUN,,Plur,,,,,1,['plans'],[3488],6,6,Plural Noun,"at present , there are no plans for additional meetings with foreign powers to discuss the bush exploration initiative or to extend an invitation to china to join the space station partnership , be ##ute ##l said .","At present , there are no plans for additional meetings with foreign powers to discuss the Bush exploration initiative or to extend an invitation to China to join the space station partnership , Beutel said ."
17552,losers,loser,NOUN,,Plur,,,,,1,['losers'],[23160],18,18,Plural Noun,"recently , i read an email that reported the horrific nightmare ci ##vet cats go through by sick losers who put them in sheds and heat the inside of the sheds up to 110 degrees with fires , so that they can periodically scrape the sweat off of their gen ##ital ##s and sell it to corrupt corporations who use it to pro ##long the scent of perfume ##s .","Recently , I read an email that reported the horrific nightmare Civet Cats go through by sick losers who put them in sheds and heat the inside of the sheds up to 110 degrees with fires , so that they can periodically scrape the sweat off of their genitals and sell it to corrupt corporations who use it to prolong the scent of perfumes ."
17682,feels,feel,VERB,,Sing,3,Pres,,,1,['feels'],[5683],6,6,Third-Person Present Tense Verb,"but i also hope no one feels any obligation to download , especially if you have an internet connection as slow mine ( 28 k ) .","But I also hope no one feels any obligation to download , especially if you have an internet connection as slow mine ( 28 k ) ."
17709,lists,list,NOUN,,Plur,,,,,1,['lists'],[7201],9,9,Plural Noun,"however , the money made from the mail ##ing lists is secondary to income which is made from people like you and me asking to be included in that list .","However , the money made from the mailing lists is secondary to income which is made from people like you and me asking to be included in that list ."
17739,steps,step,NOUN,,Plur,,,,,1,['steps'],[4084],5,5,Plural Noun,here are the four easy steps to success .,Here are the four easy steps to success .
17748,envelopes,envelope,NOUN,,Plur,,,,,1,"['envelope', '##s']","[11255, 2015]",3,4,Plural Noun,mail the six envelope ##s to the following addresses :,Mail the six envelopes to the following addresses :
17757,groups,group,NOUN,,Plur,,,,,1,['groups'],[2967],10,10,Plural Noun,now post your amended article to at least 200 news groups . :,Now post your amended article to at least 200 news groups . :
17770,notes,note,NOUN,,Plur,,,,,1,['notes'],[3964],25,25,Plural Noun,"note : you may want to retain every name and address sent to you , either on a computer or hard copy and keep the notes people send you .","NOTE : You may want to retain every name and address sent to you , either on a computer or hard copy and keep the notes people send you ."
17800,into,into,ADP,,,,,,,0,['into'],[2046],8,8,Translative Case,this will paste a copy of the letter into the note ##pad so that you will add your name to the list .,This will paste a copy of the letter into the notepad so that you will add your name to the list .
17822,into,into,ADP,,,,,,,0,['into'],[2046],17,17,Translative Case,"rumor also had it some renegade biologist brought a cage ##d pair to yellowstone and released them into the wild sometime in the 1970s , hoping to rees ##ta ##bl ##ish a breeding population .","Rumor also had it some renegade biologist brought a caged pair to Yellowstone and released them into the wild sometime in the 1970s , hoping to reestablish a breeding population ."
17853,plants,plant,NOUN,,Plur,,,,,1,['plants'],[4264],6,6,Plural Noun,"since wolf recovery , streams ##ide plants , willow ##s and cotton ##woods provide food for other cr ##itte ##rs - - beaver ##s , a whole variety of av ##ian species , berry - producing shrubs that bears can use .","Since wolf recovery , streamside plants , willows and cottonwoods provide food for other critters -- beavers , a whole variety of avian species , berry - producing shrubs that bears can use ."
17887,remains,remain,VERB,,Sing,3,Pres,,,1,['remains'],[3464],1,1,Third-Person Present Tense Verb,it remains to be seen whether they will extend the same courtesy to the arriving gray wolf .,It remains to be seen whether they will extend the same courtesy to the arriving gray wolf .
17905,rumors,rumor,NOUN,,Plur,,,,,1,['rumors'],[11256],7,7,Plural Noun,they seem to be just that : rumors .,They seem to be just that : rumors .
17914,humans,human,NOUN,,Plur,,,,,1,['humans'],[4286],10,10,Plural Noun,"blue planet is a weekly series examining the relationship of humans to the environment , by veteran environmental reporter dan whip ##ple .","Blue Planet is a weekly series examining the relationship of humans to the environment , by veteran environmental reporter Dan Whipple ."
17936,Scientists,scientist,NOUN,,Plur,,,,,1,['scientists'],[6529],0,0,Plural Noun,"scientists can argue all they want about how many degrees ce ##ls ##ius - - or fa ##hre ##nh ##eit - - the planet is warming and what the trend porte ##nds , but meanwhile earth ' s plants , insects and animals are not waiting for the outcome .","Scientists can argue all they want about how many degrees Celsius -- or Fahrenheit -- the planet is warming and what the trend portends , but meanwhile Earth 's plants , insects and animals are not waiting for the outcome ."
17977,species,specie,NOUN,,Plur,,,,,1,['species'],[2427],1,1,Plural Noun,tropical species have moved up to florida and the gulf coast .,Tropical species have moved up to Florida and the Gulf Coast .
17989,tundra,tundra,NOUN,,Plur,,,,,0,"['tun', '##dra']","[27112, 7265]",3,4,Plural Noun,"the alaska ##n tun ##dra , for instance , has switched from being a net sink of carbon dioxide - - absorbing and storing more carbon from the atmosphere than it releases - - to "" being a net source of co ##2 ( releasing more carbon than is stored ) because warmer winters have allowed dead plant matter previously stored in the soil to deco ##mp ##ose and release co ##2 . ""","The Alaskan tundra , for instance , has switched from being a net sink of carbon dioxide -- absorbing and storing more carbon from the atmosphere than it releases -- to "" being a net source of CO2 ( releasing more carbon than is stored ) because warmer winters have allowed dead plant matter previously stored in the soil to decompose and release CO2 . """
18121,impacts,impact,NOUN,,Plur,,,,,1,['impacts'],[14670],1,1,Plural Noun,"the impacts of climate change on the region and the globe are projected to increase substantially in the years to come . ""","The impacts of climate change on the region and the globe are projected to increase substantially in the years to come . """
18144,thinks,think,VERB,,Sing,3,Pres,,,1,['thinks'],[6732],7,7,Third-Person Present Tense Verb,"on the other hand , the report thinks the news might not be so bad for the north atlantic fisheries .","On the other hand , the report thinks the news might not be so bad for the North Atlantic fisheries ."
18165,fisheries,fishery,NOUN,,Plur,,,,,2,['fisheries'],[13424],17,17,Plural Noun,""" a warming of the magnitude predicted is more likely than not to be beneficial to the fisheries of the north atlantic . """,""" A warming of the magnitude predicted is more likely than not to be beneficial to the fisheries of the North Atlantic . """
18189,cares,care,VERB,,Sing,3,Pres,,,1,['cares'],[14977],5,5,Third-Person Present Tense Verb,"the problem is whether one cares what happens to the polar bears , check ##ers ##pot butterflies and other un ##con ##sum ##able ##s .","The problem is whether one cares what happens to the polar bears , checkerspot butterflies and other unconsumables ."
18208,allies,ally,NOUN,,Plur,,,,,2,['allies'],[6956],32,32,Plural Noun,""" as an american , i would like to take this opportunity to tell all the ' usa and bush bash ##ers ' that i am appalled at the number of ' allies ' that are using this disaster as their podium to spread their useless opinions .",""" As an American , I would like to take this opportunity to tell all the ' USA and Bush Bashers ' that I am appalled at the number of ' allies ' that are using this disaster as their podium to spread their useless opinions ."
18255,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"at least he is n ' t using this disaster for cheap political point - scoring . ""","At least he is n't using this disaster for cheap political point - scoring . """
18271,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,"thank you for your concern , but europe is still irrelevant . ""","Thank you for your concern , but Europe is still irrelevant . """
18284,countries,country,NOUN,,Plur,,,,,2,['countries'],[3032],1,1,Plural Noun,the countries which are giving to america to aid are a great example of the seed that america has so ##wn through the years with other nations .,The countries which are giving to America to aid are a great example of the seed that America has sown through the years with other nations .
18311,dozens,dozen,NOUN,,Plur,,,,,1,['dozens'],[9877],4,4,Plural Noun,what i saw was dozens of school buses submerged that could have been used to evacuate people who had no transportation .,What I saw was dozens of school buses submerged that could have been used to evacuate people who had no transportation .
18333,buses,bus,NOUN,,Plur,,,,,2,['buses'],[7793],19,19,Plural Noun,"what i heard was the mayor of new orleans , saying that he did n ' t order the buses or anything else to be used because he was waiting on someone else to tell him what to do .","What I heard was the Mayor of New Orleans , saying that he did n't order the buses or anything else to be used because he was waiting on someone else to tell him what to do ."
18371,ups,up,NOUN,,Plur,,,,,1,['ups'],[11139],6,6,Plural Noun,"2005 will be a year of ups and downs , and only the flexible will be able to keep from going crazy !","2005 will be a year of ups and downs , and only the flexible will be able to keep from going crazy !"
18394,knocks,knock,NOUN,,Plur,,,,,1,['knocks'],[21145],9,9,Plural Noun,"your cycle of learning through the school of hard knocks has come to an end , gemini , and now you ' re going to start re ##ap ##ing the rewards these "" lessons "" have left in their wake .","Your cycle of learning through the school of hard knocks has come to an end , Gemini , and now you 're going to start reaping the rewards these "" lessons "" have left in their wake ."
18432,opportunities,opportunity,NOUN,,Plur,,,,,2,['opportunities'],[6695],7,7,Plural Noun,you ' ll be able to create opportunities for advancement almost out of thin air .,You 'll be able to create opportunities for advancement almost out of thin air .
18447,advancements,advancement,NOUN,,Plur,,,,,1,"['advancement', '##s']","[12607, 2015]",8,9,Plural Noun,"yet , this is no comparison to the advancement ##s you ' ll make overall , and by the end of 2005 , you ' ll look back in sheer wonder and happiness .","Yet , this is no comparison to the advancements you 'll make overall , and by the end of 2005 , you 'll look back in sheer wonder and happiness ."
18478,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,just do n ' t take it for granted - you still need to be cautious this year .,Just do n't take it for granted - you still need to be cautious this year .
18512,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"your love life will thrive for most of the year , and any relationship begun or re ##af ##firmed in 2005 is very likely to be a lasting one .","Your love life will thrive for most of the year , and any relationship begun or reaffirmed in 2005 is very likely to be a lasting one ."
18540,muscles,muscle,NOUN,,Plur,,,,,1,['muscles'],[6650],2,2,Plural Noun,"flex your muscles , friend li ##bra , and prepare for a relatively easy ride .","Flex your muscles , friend Libra , and prepare for a relatively easy ride ."
