,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
34613,tanks,tank,NOUN,,Plur,,,,,1,['tanks'],[7286],13,13,Plural Noun,"the u . s . state department and the mis ##name ##d think tanks that follow its lead have held numerous conferences on kashmir and , in most of them , the solution that has emerged is a valley prized loose from indian control and under its own version of ibrahim rug ##ova .","The U.S. State Department and the misnamed think tanks that follow its lead have held numerous conferences on Kashmir and , in most of them , the solution that has emerged is a valley prized loose from Indian control and under its own version of Ibrahim Rugova ."
35141,conferees,conferee,NOUN,,Plur,,,,,1,"['con', '##fer', '##ees']","[9530, 7512, 10285]",28,30,Plural Noun,"that india is not yugoslavia and that the "" foreigner - led "" indian national congress can least afford to ignore indian nationalism , has not struck the con ##fer ##ees , among whom have been several indian "" scholars "" and "" analysts "" ready to say and end ##ors ##e anything for the sake of a free trip to new york or vienna .","That India is not Yugoslavia and that the "" foreigner - led "" Indian National Congress can least afford to ignore Indian nationalism , has not struck the conferees , among whom have been several Indian "" scholars "" and "" analysts "" ready to say and endorse anything for the sake of a free trip to New York or Vienna ."
35761,wrinkles,wrinkle,NOUN,,Plur,,,,,1,"['wr', '##inkles']","[23277, 28562]",2,3,Plural Noun,"despite many wr ##inkles , india remains a part - democracy and merely signing on to a piece of paper that calls for an independent kashmir does not get you into the trouble that writing an op - ed piece against sonia gandhi or ata ##l be ##hari va ##j ##pa ##ye ##e would instantly .","Despite many wrinkles , India remains a part - democracy and merely signing on to a piece of paper that calls for an independent Kashmir does not get you into the trouble that writing an op - ed piece against Sonia Gandhi or Atal Behari Vajpayee would instantly ."
36055,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,"the reason for this is that india is emerging as an alternative investment destination to china , hence the favor that the generals in islamabad do to their trust ##y supplier of nu ##kes and missiles by creating a scare about war involving india when in fact the real flash ##points are the taiwan straits and north korea .","The reason for this is that India is emerging as an alternative investment destination to China , hence the favor that the generals in Islamabad do to their trusty supplier of nukes and missiles by creating a scare about war involving India when in fact the real flashpoints are the Taiwan Straits and North Korea ."
36559,disputes,dispute,NOUN,,Plur,,,,,1,['disputes'],[11936],34,34,Plural Noun,"since then , india has talked peace while always signaling that only the status quo would be acceptable as a final settlement : a line of action that is followed in the case of disputes with china as well .","Since then , India has talked peace while always signaling that only the status quo would be acceptable as a final settlement : a line of action that is followed in the case of disputes with China as well ."
37039,for,for,ADP,,,,,,,0,['for'],[2005],1,1,Causal-Final Case,"unfortunately for those eager to indefinitely carry on with the lucrative business of conflict resolution in south asia , per ##vez mu ##sha ##rra ##f has now called colin powell ' s bluff , challenging him to deliver on his frequent statements implying that the indians jump to his commands .","Unfortunately for those eager to indefinitely carry on with the lucrative business of conflict resolution in South Asia , Pervez Musharraf has now called Colin Powell 's bluff , challenging him to deliver on his frequent statements implying that the Indians jump to his commands ."
37453,shows,show,VERB,,Sing,3,Pres,,,1,['shows'],[3065],7,7,Third-Person Present Tense Verb,"once the man ##mo ##han singh government shows that it has little appetite for suicide , mu ##sha ##rra ##f will face the moment of truth : accept the inevitable , or once again ramp up the insurgency and spawn a fresh lot of killers that can hit not merely mumbai and new delhi but london and chicago as well .","Once the Manmohan Singh government shows that it has little appetite for suicide , Musharraf will face the moment of truth : accept the inevitable , or once again ramp up the insurgency and spawn a fresh lot of killers that can hit not merely Mumbai and New Delhi but London and Chicago as well ."
37845,understands,understand,VERB,,Sing,3,Pres,,,1,['understands'],[19821],8,8,Third-Person Present Tense Verb,the one country that has shown that it understands the realities in south asia is china .,The one country that has shown that it understands the realities in South Asia is China .
37913,friends,friend,NOUN,,Plur,,,,,1,['friends'],[2814],29,29,Plural Noun,"under president hu jin ##tao , beijing has opened out to new delhi and prime minister wen jia ##ba ##o is expected to visit early next year , making friends by formally accepting si ##kki ##m as part of india and backing india as a permanent member of the u . n . security council - - thus leaving washington as the only one of the "" permanent five "" that has not yet done so .","Under President Hu Jintao , Beijing has opened out to New Delhi and Prime Minister Wen Jiabao is expected to visit early next year , making friends by formally accepting Sikkim as part of India and backing India as a permanent member of the U.N. Security Council -- thus leaving Washington as the only one of the "" permanent five "" that has not yet done so ."
38661,geopolitics,geopolitic,NOUN,,Plur,,,,,1,"['geo', '##pol', '##itic', '##s']","[20248, 18155, 18291, 2015]",17,20,Plural Noun,"m . d . na ##la ##pa ##t , an expert on jihad , is professor of geo ##pol ##itic ##s at the mani ##pal academy of higher education , india .","M.D. Nalapat , an expert on jihad , is professor of geopolitics at the Manipal Academy of Higher Education , India ."
38683,months,month,NOUN,,Plur,,,,,1,['months'],[2706],2,2,Plural Noun,"four whole months , after which he took advantage of a little - known , little - invoked regulation that allowed him to desert his "" band of brothers "" .","Four whole months , after which he took advantage of a little - known , little - invoked regulation that allowed him to desert his "" band of brothers "" ."
38838,documents,document,NOUN,,Plur,,,,,1,['documents'],[5491],34,34,Plural Noun,"we also know how dan rather libel ##ed george bush and imp ##ug ##ned his service in the texas air national guard on a "" 60 minutes ii "" report based largely on forged documents .","We also know how Dan Rather libeled George Bush and impugned his service in the Texas Air National Guard on a "" 60 Minutes II "" report based largely on forged documents ."
39036,squadrons,squadron,NOUN,,Plur,,,,,1,['squadrons'],[11435],7,7,Plural Noun,"during this time , f - 102 squadrons were based out of tan son nh ##ut , da nan ##g and bien ho ##a in vietnam , and ud ##orn and don mu ##ang in thailand .","During this time , F - 102 squadrons were based out of Tan Son Nhut , Da Nang and Bien Hoa in Vietnam , and Udorn and Don Muang in Thailand ."
39100,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],8,8,Third-Person Present Tense Verb,"in all this so - called controversy , has anyone considered that perhaps george bush just wanted to fly jets ?","In all this so - called controversy , has anyone considered that perhaps George Bush just wanted to fly jets ?"
39184,'s,us,PRON,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,"and , let ' s remember , flying super ##sonic fighter jets is dangerous !","And , let 's remember , flying supersonic fighter jets is dangerous !"
39249,reporters,reporter,NOUN,,Plur,,,,,1,['reporters'],[12060],1,1,Plural Noun,"some reporters ( you know , the ones with journalist ##ic ethics ) have actually uncovered the truth about george bush ' s service in the texas air national guard .","Some reporters ( you know , the ones with journalistic ethics ) have actually uncovered the truth about George Bush 's service in the Texas Air National Guard ."
39365,facts,fact,NOUN,,Plur,,,,,1,['facts'],[8866],5,5,Plural Noun,read on to learn the facts .,Read on to learn the facts .
39379,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,"before you fall for dem ##s ’ spin , here are the facts","Before you fall for Dems ’ spin , here are the facts"
39415,years,year,NOUN,,Plur,,,,,1,['years'],[2086],7,7,Plural Noun,news coverage of the president ’ s years in the guard has tended to focus on one brief portion of that time — to the exclusion of virtually everything else .,News coverage of the president ’s years in the Guard has tended to focus on one brief portion of that time — to the exclusion of virtually everything else .
39565,weeks,week,NOUN,,Plur,,,,,1,['weeks'],[3134],1,1,Plural Noun,six weeks of basic training .,Six weeks of basic training .
39571,weeks,week,NOUN,,Plur,,,,,1,['weeks'],[3134],3,3,Plural Noun,fifty - three weeks of flight training .,Fifty - three weeks of flight training .
39579,weeks,week,NOUN,,Plur,,,,,1,['weeks'],[3134],3,3,Plural Noun,twenty - one weeks of fighter - interceptor training .,Twenty - one weeks of fighter - interceptor training .
39589,weeks,week,NOUN,,Plur,,,,,1,['weeks'],[3134],3,3,Plural Noun,"that was 80 weeks to begin with , and there were other training periods thrown in as well .","That was 80 weeks to begin with , and there were other training periods thrown in as well ."
39665,years,year,NOUN,,Plur,,,,,1,['years'],[2086],12,12,Plural Noun,"by the time it was over , bush had served nearly two years .","By the time it was over , Bush had served nearly two years ."
39707,hundreds,hundred,NOUN,,Plur,,,,,1,['hundreds'],[5606],10,10,Plural Noun,"after training , bush kept flying , rack ##ing up hundreds of hours in f - 102 jets .","After training , Bush kept flying , racking up hundreds of hours in F - 102 jets ."
39779,points,point,NOUN,,Plur,,,,,1,['points'],[2685],6,6,Plural Noun,"as he did , he accumulated points toward his national guard service requirements .","As he did , he accumulated points toward his National Guard service requirements ."
39835,guardsmen,guardsman,NOUN,,Plur,,,,,0,"['guards', '##men']","[4932, 3549]",4,5,Plural Noun,"at the time , guards ##men were required to accumulate a minimum of 50 points to meet their yearly obligation .","At the time , guardsmen were required to accumulate a minimum of 50 points to meet their yearly obligation ."
39935,records,record,NOUN,,Plur,,,,,1,['records'],[2636],2,2,Plural Noun,"according to records released earlier this year , bush earned 253 points in his first year , may 1968 to may 1969 ( since he joined in may 1968 , his service thereafter was measured on a may - to - may basis ) .","According to records released earlier this year , Bush earned 253 points in his first year , May 1968 to May 1969 ( since he joined in May 1968 , his service thereafter was measured on a May - to - May basis ) ."
40205,points,point,NOUN,,Plur,,,,,1,['points'],[2685],3,3,Plural Noun,bush earned 340 points in 1969 - 1970 .,Bush earned 340 points in 1969 - 1970 .
40214,words,word,NOUN,,Plur,,,,,1,['words'],[2616],3,3,Plural Noun,"[ in other words , bush earned enough points to satisfy the requirements for his entire six year hitch in 1969 - 1970 alone .","[ In other words , Bush earned enough points to satisfy the requirements for his entire six year hitch in 1969 - 1970 alone ."
40289,points,point,NOUN,,Plur,,,,,1,['points'],[2685],3,3,Plural Noun,he earned 137 points in 1970 - 1971 .,He earned 137 points in 1970 - 1971 .
40298,points,point,NOUN,,Plur,,,,,1,['points'],[2685],4,4,Plural Noun,and he earned 112 points in 1971 - 1972 .,And he earned 112 points in 1971 - 1972 .
40308,numbers,number,NOUN,,Plur,,,,,1,['numbers'],[3616],1,1,Plural Noun,"the numbers indicate that in his first four years , bush not only showed up , he showed up a lot .","The numbers indicate that in his first four years , Bush not only showed up , he showed up a lot ."
40374,officers,officer,NOUN,,Plur,,,,,1,['officers'],[3738],2,2,Plural Noun,his superior officers said ok .,His superior officers said OK .
40380,pilots,pilot,NOUN,,Plur,,,,,1,['pilots'],[8221],12,12,Plural Noun,"“ in 1972 , there was an enormous g ##lu ##t of pilots , ” camp ##en ##ni says .","“ In 1972 , there was an enormous glut of pilots , ” Campenni says ."
40412,pilots,pilot,NOUN,,Plur,,,,,1,['pilots'],[8221],14,14,Plural Noun,"“ the vietnam war was winding down , and the air force was putting pilots in desk jobs .","“ The Vietnam War was winding down , and the Air Force was putting pilots in desk jobs ."
40488,points,point,NOUN,,Plur,,,,,1,['points'],[2685],11,11,Plural Noun,"from may 1972 to may 1973 , he earned just 56 points — not much , but enough to meet his requirement .","From May 1972 to May 1973 , he earned just 56 points — not much , but enough to meet his requirement ."
40557,plans,plan,NOUN,,Plur,,,,,1,['plans'],[3488],8,8,Plural Noun,"then , in 1973 , as bush made plans to leave the guard and go to harvard business school , he again started showing up frequently .","Then , in 1973 , as Bush made plans to leave the Guard and go to Harvard Business School , he again started showing up frequently ."
40719,points,point,NOUN,,Plur,,,,,1,['points'],[2685],10,10,Plural Noun,"in june and july of 1973 , he accumulated 56 points , enough to meet the minimum requirement for the 1973 - 1974 year .","In June and July of 1973 , he accumulated 56 points , enough to meet the minimum requirement for the 1973 - 1974 year ."
40794,years,year,NOUN,,Plur,,,,,1,['years'],[2086],8,8,Plural Noun,"bush received an honorable discharge after serving five years , four months and five days of his original six - year commitment .","Bush received an honorable discharge after serving five years , four months and five days of his original six - year commitment ."
40886,points,point,NOUN,,Plur,,,,,1,['points'],[2685],10,10,Plural Noun,"by that time , however , he had accumulated enough points in each year to cover six years of service .","By that time , however , he had accumulated enough points in each year to cover six years of service ."
40970,marks,mark,NOUN,,Plur,,,,,1,['marks'],[6017],7,7,Plural Noun,"during his service , bush received high marks as a pilot .","During his service , Bush received high marks as a pilot ."
41006,stands,stand,VERB,,Sing,3,Pres,,,1,['stands'],[4832],7,7,Third-Person Present Tense Verb,a 1970 evaluation said bush “ clearly stands out as a top notch fighter interceptor pilot ” and was “ a natural leader whom his contemporaries look to for leadership . ”,A 1970 evaluation said Bush “ clearly stands out as a top notch fighter interceptor pilot ” and was “ a natural leader whom his contemporaries look to for leadership . ”
41198,flies,fly,VERB,,Sing,3,Pres,,,2,['flies'],[10029],17,17,Third-Person Present Tense Verb,a 1971 evaluation called bush “ an exceptionally fine young officer and pilot ” who “ continually flies intercept missions with the unit to increase his proficiency even further . ”,A 1971 evaluation called Bush “ an exceptionally fine young officer and pilot ” who “ continually flies intercept missions with the unit to increase his proficiency even further . ”
41353,reports,report,NOUN,,Plur,,,,,1,['reports'],[4311],8,8,Plural Noun,"now , it is only natural that news reports questioning bush ’ s service — in the boston globe and the new york times , on cbs and in other outlets — would come out now .","Now , it is only natural that news reports questioning Bush ’s service — in The Boston Globe and The New York Times , on CBS and in other outlets — would come out now ."
41569,attacks,attack,NOUN,,Plur,,,,,1,['attacks'],[4491],5,5,Plural Noun,democrats are spitting mad over attacks on john kerry ’ s record by the group swift boat veterans for truth .,Democrats are spitting mad over attacks on John Kerry ’s record by the group Swift Boat Veterans for Truth .
41629,Voters,voter,NOUN,,Plur,,,,,1,['voters'],[7206],0,0,Plural Noun,voters are perfectly able to decide whether it ’ s important or not in november .,Voters are perfectly able to decide whether it ’s important or not in November .
41704,blames,blame,VERB,,Sing,3,Pres,,,1,"['blame', '##s']","[7499, 2015]",3,4,Third-Person Present Tense Verb,"the kerry camp blame ##s bush for the swift boat veterans ’ attack , but anyone who has spent much time talking to the swift ##ies gets the sense that they are doing it entirely for their own reasons .","The Kerry camp blames Bush for the Swift boat veterans ’ attack , but anyone who has spent much time talking to the Swifties gets the sense that they are doing it entirely for their own reasons ."
42046,records,record,NOUN,,Plur,,,,,1,['records'],[2636],10,10,Plural Noun,and perhaps someday kerry will release more of his military records as well .,And perhaps someday Kerry will release more of his military records as well .
42060,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],3,3,Plural Noun,"one week to elections day and the general atmosphere in the capital is eerie , yet striking ##ly familiar .","One week to elections day and the general atmosphere in the capital is eerie , yet strikingly familiar ."
42098,streets,street,NOUN,,Plur,,,,,1,['streets'],[4534],3,3,Plural Noun,i suspect the streets of baghdad will look as if a war is looming this week .,I suspect the streets of Baghdad will look as if a war is looming this week .
42183,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,"there is no doubt that many iraqi ##s regard the date of 30 january as a day of renewed hope , one they have been awaiting all their lives , but at the same time , many others are already dread ##ing it .","There is no doubt that many Iraqis regard the date of 30 January as a day of renewed hope , one they have been awaiting all their lives , but at the same time , many others are already dreading it ."
42561,measures,measure,NOUN,,Plur,,,,,1,['measures'],[5761],6,6,Plural Noun,"the interim government has promised security measures that would reduce the violence on the day of elections , but i fail to see how they will be able to protect all 5 , 000 ( or so ) ballot ##ing centres .","The interim government has promised security measures that would reduce the violence on the day of elections , but I fail to see how they will be able to protect all 5,000 ( or so ) balloting centres ."
42951,centres,centre,NOUN,,Plur,,,,,1,['centres'],[8941],2,2,Plural Noun,many voting centres have already been successfully attacked or destroyed in many areas .,Many voting centres have already been successfully attacked or destroyed in many areas .
43007,lists,list,NOUN,,Plur,,,,,1,['lists'],[7201],11,11,Plural Noun,"now that the picture is clear , the two main competing lists seem to be the united iraqi coalition list and alla ##wi ' s al - iraqi ##ya list .","Now that the picture is clear , the two main competing lists seem to be the United Iraqi Coalition list and Allawi 's Al - Iraqiya list ."
43119,ministers,minister,NOUN,,Plur,,,,,1,['ministers'],[7767],7,7,Plural Noun,"a ##yad alla ##wi , and other ministers running on his list , have quite expected ##ly used their governmental positions in campaigning .","Ayad Allawi , and other ministers running on his list , have quite expectedly used their governmental positions in campaigning ."
43203,gifts,gift,NOUN,,Plur,,,,,1,['gifts'],[9604],8,8,Plural Noun,"one minister reportedly handed out 100 dollar ' gifts ' to journalists attending a press conference for alla ##wi , a practice that brings back bad memories to many iraqi ##s .","One minister reportedly handed out 100 dollar ' gifts ' to journalists attending a press conference for Allawi , a practice that brings back bad memories to many Iraqis ."
43323,for,for,ADP,,,,,,,0,['for'],[2005],11,11,Causal-Final Case,"sheikh na ##ji al - ab ##bu ##di , a spokesman for sis ##tani , affirmed the claims that the grand a ##yat ##oll ##ah is backing the united iraqi coalition list .","Sheikh Naji Al - Abbudi , a spokesman for Sistani , affirmed the claims that the Grand Ayatollah is backing the United Iraqi Coalition list ."
43427,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,"indeed , sis ##tani ' s agents all over the country have been quite active in educating iraqi shia on the merits of elections , which has led to the assassination of at least two of them .","Indeed , Sistani 's agents all over the country have been quite active in educating Iraqi Shia on the merits of elections , which has led to the assassination of at least two of them ."
43715,others,other,NOUN,,Plur,,,,,1,['others'],[2500],21,21,Plural Noun,"al - ab ##bu ##di stated that "" his em ##mine ##nce "" decided to openly support the list because "" others "" ( obviously a reference to alla ##wi ) have been abu ##sing official state positions and media outlets in their campaigning .","Al - Abbudi stated that "" His Emminence "" decided to openly support the list because "" others "" ( obviously a reference to Allawi ) have been abusing official state positions and media outlets in their campaigning ."
44027,attacks,attack,NOUN,,Plur,,,,,1,['attacks'],[4491],23,23,Plural Noun,ahmed al - cha ##lab ##i and defense minister ha ##zi ##m al - sha ' lan have been engaging in shrill public attacks over the media .,Ahmed Al - Chalabi and defense minister Hazim Al - Sha'lan have been engaging in shrill public attacks over the media .
44115,for,for,ADP,,,,,,,0,['for'],[2005],22,22,Causal-Final Case,"cha ##lab ##i describing sha ' lan as a "" ba ' at ##his ##t "" and a "" former double agent for saddam and the cia "" , while sha ' lan dismiss ##es cha ##lab ##i as a "" thief "" and an "" iranian st ##oo ##ge who long ##s for his own origins by defending iran "" .","Chalabi describing Sha'lan as a "" Ba'athist "" and a "" former double agent for Saddam and the CIA "" , while Sha'lan dismisses Chalabi as a "" thief "" and an "" Iranian stooge who longs for his own origins by defending Iran "" ."
44345,viewers,viewer,NOUN,,Plur,,,,,1,['viewers'],[7193],36,36,Plural Noun,"one remark made by sha ' lan on al - arab ##iya tv , that he could n ' t say more about cha ##lab ##i because he would em ##bar ##ras ##s himself and the viewers almost made me roll on the floor .","One remark made by Sha'lan on Al - Arabiya TV , that he could n't say more about Chalabi because he would embarrass himself and the viewers almost made me roll on the floor ."
44555,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],33,33,Third-Person Present Tense Verb,"ha ##zi ##m al - sha ' lan , by the way , is the son of the late sheikh of al - k ##ha ##za ' il in di ##wani ##ya and has the potential to replace former information minister , m . s . al - sa ##ha ##f , in his non ##sen ##sic ##al media statements , which can be passed as jokes .","Hazim Al - Sha'lan , by the way , is the son of the late Sheikh of Al - Khaza'il in Diwaniya and has the potential to replace former information minister , M.S. Al - Sahaf , in his nonsensical media statements , which can be passed as jokes ."
44955,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],3,3,Third-Person Present Tense Verb,the communist party has the largest number of registered party members in the country and can be considered as the oldest popular political party in iraq .,The Communist party has the largest number of registered party members in the country and can be considered as the oldest popular political party in Iraq .
45036,candidates,candidate,NOUN,,Plur,,,,,1,['candidates'],[5347],1,1,Plural Noun,"several candidates were assassinated and targeted these last two weeks , others have been forced under threats to withdraw and to follow the example of the islamic party .","Several candidates were assassinated and targeted these last two weeks , others have been forced under threats to withdraw and to follow the example of the Islamic party ."
45268,tensions,tension,NOUN,,Plur,,,,,1,['tensions'],[13136],2,2,Plural Noun,"sect ##arian tensions are at their highest since april , 2004 , with sunni insurgents now openly attacking hussein ##iya ##s and shia mosques .","Sectarian tensions are at their highest since April , 2004 , with Sunni insurgents now openly attacking Husseiniyas and Shia mosques ."
45334,relatives,relative,NOUN,,Plur,,,,,1,['relatives'],[9064],24,24,Plural Noun,"i had an interesting conversation with a middle - aged taxi driver who used to live in fall ##uj ##ah and is now at relatives in amir ##iya , baghdad .","I had an interesting conversation with a middle - aged taxi driver who used to live in Fallujah and is now at relatives in Amiriya , Baghdad ."
45474,abuses,abuse,NOUN,,Plur,,,,,1,['abuses'],[21078],19,19,Plural Noun,"after asking me which tribe i belong to ( thus assessing my sect ##arian background ) he started hurling abuses at the shia , calling them persians , maj ##oo ##s ( fire worship ##pers ) , ra ##bid dogs and a handful of other descriptions that i ca n ' t mention here .","After asking me which tribe I belong to ( thus assessing my sectarian background ) he started hurling abuses at the Shia , calling them Persians , Majoos ( fire worshippers ) , rabid dogs and a handful of other descriptions that I ca n't mention here ."
45906,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,he described alla ##wi ' s face as that of a f * ed horse and he dismissed the whole government as a band of thieves and traitor ##s .,He described Allawi 's face as that of a f*ed horse and he dismissed the whole government as a band of thieves and traitors .
45956,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],5,5,Plural Noun,sunni iraqi ##s contend that elections are impossible to hold under occupation .,Sunni Iraqis contend that elections are impossible to hold under occupation .
46028,views,view,VERB,,Sing,3,Pres,,,1,['views'],[5328],6,6,Third-Person Present Tense Verb,"leaving aside the fact that this views conflicts with other historical examples in the region , sunni ##s have never offered an alternative choice , which eventually leads one to guess that the opinion held by the fall ##uj ##an taxi driver above is precisely what they are planning to implement .","Leaving aside the fact that this views conflicts with other historical examples in the region , Sunnis have never offered an alternative choice , which eventually leads one to guess that the opinion held by the Fallujan taxi driver above is precisely what they are planning to implement ."
46665,months,month,NOUN,,Plur,,,,,1,['months'],[2706],5,5,Plural Noun,i had another conversation some months ago with a retired ba ' at ##his ##t old - timer who claimed that ba ' at ##his ##ts have the means to stage a third coup d ' etat and return to power within 10 hours of an american withdrawal .,I had another conversation some months ago with a retired Ba'athist old - timer who claimed that Ba'athists have the means to stage a third coup d'etat and return to power within 10 hours of an American withdrawal .
46938,cells,cell,NOUN,,Plur,,,,,1,['cells'],[4442],18,18,Plural Noun,"on sensing my inc ##red ##uli ##ty to his statement he asserted that ba ' at ##his ##t cells exist in all parts of the country and that they do have a central command , even though many have formed sep ##erate cells ( often under islamic labels ) with their own leadership ##s .","On sensing my incredulity to his statement he asserted that Ba'athist cells exist in all parts of the country and that they do have a central command , even though many have formed seperate cells ( often under Islamic labels ) with their own leaderships ."
47352,governments,government,NOUN,,Plur,,,,,1,['governments'],[6867],19,19,Plural Noun,he said that they have the training and the funding as well as the support of neighbouring and regional governments .,He said that they have the training and the funding as well as the support of neighbouring and regional governments .
47478,concur,concur,VERB,,Sing,3,Pres,,,0,"['con', '##cu', '##r']","[9530, 10841, 2099]",1,3,Third-Person Present Tense Verb,"i con ##cu ##r that ba ' at ##his ##ts and former security forces are capable of immediately controlling at least 5 out of 18 governorate ##s , along with the capital , if americans are to be removed from the picture entirely .","I concur that Ba'athists and former security forces are capable of immediately controlling at least 5 out of 18 governorates , along with the capital , if Americans are to be removed from the picture entirely ."
47737,assumes,assume,VERB,,Sing,3,Pres,,,1,['assumes'],[15980],3,3,Third-Person Present Tense Verb,"any government that assumes power after the elections also realises this , so not even sis ##tani is going to call the us to withdraw its troops , despite what he is saying now , not until they are ensured the insurgency is out of the picture , or that they have an alternative foreign power ( in this case iran ) to back them up .","Any government that assumes power after the elections also realises this , so not even Sistani is going to call the US to withdraw its troops , despite what he is saying now , not until they are ensured the insurgency is out of the picture , or that they have an alternative foreign power ( in this case Iran ) to back them up ."
48727,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],9,9,Plural Noun,"the only hope now is that , following the elections , the national assembly would offer the hand of peace and reconciliation to the dissent ##ing parties .","The only hope now is that , following the elections , the National Assembly would offer the hand of peace and reconciliation to the dissenting parties ."
48889,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,"i would suggest going for tribal sheikh ##s rather than cleric ##s , since they have the upper hand in their areas and can effectively root out any ba ' at ##his ##ts in their midst in return for a promise of sharing power and authority .","I would suggest going for tribal Sheikhs rather than clerics , since they have the upper hand in their areas and can effectively root out any Ba'athists in their midst in return for a promise of sharing power and authority ."
49176,years,year,NOUN,,Plur,,,,,1,['years'],[2086],18,18,Plural Noun,many of these sheikh ##s have been di ##sen ##fra ##nch ##ised and abused over the last two years .,Many of these Sheikhs have been disenfranchised and abused over the last two years .
49236,forces,force,NOUN,,Plur,,,,,1,['forces'],[2749],4,4,Plural Noun,"very recently , us forces in al - an ##bar made a terrible blu ##nder by accidentally killing abdul - ra ##za ##q ina ##d al - gu ' ud , sheikh of the al - bu ni ##m ##r clan from the powerful du ##lay ##m tribe .","Very recently , US forces in Al - Anbar made a terrible blunder by accidentally killing Abdul - Razaq Inad Al - Gu'ud , Sheikh of the Al - Bu Nimr clan from the powerful Dulaym tribe ."
49350,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],7,7,Plural Noun,al - gu ' ud had favoured elections and was in good terms with the government .,Al - Gu'ud had favoured elections and was in good terms with the government .
49395,months,month,NOUN,,Plur,,,,,1,['months'],[2706],19,19,Plural Noun,the gu ' ud family even accepted to be offered the seat of al - an ##bar governor some months back .,The Gu'ud family even accepted to be offered the seat of Al - Anbar governor some months back .
49452,weeks,week,NOUN,,Plur,,,,,1,['weeks'],[3134],4,4,Plural Noun,the revolt took two weeks to be suppressed by the republican guard .,The revolt took two weeks to be suppressed by the Republican Guard .
49491,governorates,governorate,NOUN,,Plur,,,,,1,"['governorate', '##s']","[15162, 2015]",27,28,Plural Noun,"another bad step was the recent arrest of sheikh hassan al - li ##hab ##i , of the li ##hai ##b tribe which is scattered between the governorate ##s of al - an ##bar , mo ##sul and sal ##ah al - din .","Another bad step was the recent arrest of Sheikh Hassan Al - Lihabi , of the Lihaib tribe which is scattered between the governorates of Al - Anbar , Mosul and Salah Al - Din ."
49671,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],8,8,Plural Noun,al - li ##hai ##bi was running in elections and is now said to have withdrawn following this incident .,Al - Lihaibi was running in elections and is now said to have withdrawn following this incident .
49797,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,both have shared this country for the last 14 centuries and there is no possible way that one can live without the other .,Both have shared this country for the last 14 centuries and there is no possible way that one can live without the other .
49917,borders,border,NOUN,,Plur,,,,,1,['borders'],[6645],11,11,Plural Noun,"even partition is not a possibility , there are no clear borders between the two .","Even partition is not a possibility , there are no clear borders between the two ."
49965,into,into,ADP,,,,,,,0,['into'],[2046],11,11,Translative Case,"because of such talk , po ##sa ##da has been taken into custody by immigration officials .","Because of such talk , Posada has been taken into custody by Immigration officials ."
50025,Authorities,authority,NOUN,,Plur,,,,,2,['authorities'],[4614],0,0,Plural Noun,authorities would likely have been happy answering questions about po ##sa ##da ' s whereabouts with an indefinite shrug .,Authorities would likely have been happy answering questions about Posada 's whereabouts with an indefinite shrug .
50110,thugs,thug,NOUN,,Plur,,,,,1,['thugs'],[24106],4,4,Plural Noun,"but comfortable among the thugs , po ##sa ##da over ##play ##ed his hand and embarrassed his old patron , the us government .","But comfortable among the thugs , Posada overplayed his hand and embarrassed his old patron , the US government ."
50150,foreigners,foreigner,NOUN,,Plur,,,,,1,['foreigners'],[15040],15,15,Plural Noun,"he should have taken a cue from another bomber some pe ##sky dark - skinned foreigners want extra ##dit ##ed , cia operative michael mei ##ring .","He should have taken a cue from another bomber some pesky dark - skinned foreigners want extradited , CIA operative Michael Meiring ."
50242,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,"mei ##ring ' s crimes are fresh , and wave the false flag which is the "" war on terror . ""","Meiring 's crimes are fresh , and wave the false flag which is the "" War on Terror . """
